ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2926	"ENSG00000144061.12_2"	"NPHP1"	chr2	-	110901118	110902146	110901118	110901218	110902069	110902146	2926	23,6,0,154,0,0,0,0,3,0,0,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0	46,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	1001	150	1	1.0	1.0,1.0,NA,1.0,0.0,NA,NA,NA,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.2
2931	"ENSG00000089693.10_1"	"MLF2"	chr12	-	6859342	6859932	6859342	6859471	6859878	6859932	2931	0,84,0,247,0,0,0,0,0,0,0,0,0	0,87,0,1,0,19,0,0,0,0,341,167,0	53,0,0,0,0,1,0,48,2,0	0,341,0,0,0,42,361,68,0,0	557	150	1	1.0	NA,0.206,NA,0.985,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA	1.0,0.0,NA,NA,NA,0.006,0.0,0.16,1.0,NA	-0.123
2932	"ENSG00000213619.9_2"	"NDUFS3"	chr11	+	47602076	47602536	47602076	47602174	47602386	47602536	2932	12,0,0,0,0,0,0,0,0,0,0,0,0	0,7,0,0,0,0,0,0,0,0,0,0,0	0,13,0,0,0,0,2,0,0,0	0,0,0,0,0,42,0,0,0,0	362	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,0.0,1.0,NA,NA,NA	-0.167
2934	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139904644	139905189	139904644	139904823	139905071	139905189	2934	0,0,0,0,0,13,0,0,0,0,0,0,0	1,66,0,0,0,0,43,0,1,0,0,0,1	0,0,0,0,2,68,3,0,0,21	0,292,0,0,0,0,0,13,0,0	398	150	1	1.0	0.0,0.0,NA,NA,NA,1.0,0.0,NA,0.0,NA,NA,NA,0.0	NA,0.0,NA,NA,1.0,1.0,1.0,0.0,NA,1.0	-0.5
2935	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139905424	139905761	139905424	139905557	139905637	139905761	2935	0,0,0,0,0,0,0,0,0,0,0,0,0	0,60,272,0,0,220,0,0,0,2,834,54,0	2,0,0,0,2,68,0,0,275,21	806,189,0,0,3,20,256,4,221,349	230	150	1	1.0	NA,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,0.0,0.0,NA	0.002,0.0,NA,NA,0.303,0.689,0.0,0.0,0.448,0.038	-0.185
2936	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139905858	139906201	139905858	139906006	139906085	139906201	2936	0,0,0,0,0,0,0,0,0,0,0,0,0	126,270,0,0,0,3,100,0,28,0,451,101,0	0,0,0,0,0,68,0,0,0,21	0,0,0,0,120,23,172,90,311,806	229	150	1	1.0	0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,NA	NA,NA,NA,NA,0.0,0.659,0.0,0.0,0.0,0.017	-0.113
2937	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139915843	139916453	139915843	139916062	139916342	139916453	2937	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,40,0,0,35,0,548,1,0,132,0,1357	0,0,0,0,0,68,0,0,1,0	2,68,0,0,0,110,18,161,0,275	430	150	1	1.0	NA,NA,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,NA,0.0	0.0,0.0,NA,NA,NA,0.177,0.0,0.0,1.0,0.0	-0.168
2938	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139917153	139917504	139917153	139917317	139917392	139917504	2938	0,0,0,0,0,15,0,0,0,0,0,0,0	0,208,1,62,0,0,3,0,9,156,0,44,890	0,0,0,0,0,0,0,0,0,0	326,0,0,0,0,270,1071,0,16,215	225	150	1	1.0	NA,0.0,0.0,0.0,NA,1.0,0.0,NA,0.0,0.0,NA,0.0,0.0	0.0,NA,NA,NA,NA,0.0,0.0,NA,0.0,0.0	0.111
2939	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139917392	139918292	139917392	139917504	139918289	139918292	2939	0,0,0,0,0,3,0,0,19,0,0,0,56	0,86,0,0,0,15,2,0,36,7,0,424,2043	0,0,0,0,3,44,0,0,0,176	0,0,0,0,0,229,379,0,0,131	935	150	1	1.0	NA,0.0,NA,NA,NA,0.031,0.0,NA,0.078,0.0,NA,0.0,0.004	NA,NA,NA,NA,1.0,0.03,0.0,NA,NA,0.177	-0.286
2943	"ENSG00000080823.21_1"	"MOK"	chr14	-	102698871	102700126	102698871	102699045	102700024	102700126	2943	0,157,0,0,0,0,0,0,0,0,8,0,0	0,0,0,0,0,0,0,0,9,0,0,0,0	9,0,0,0,0,32,0,4,45,0	0,0,0,0,0,0,0,3,0,0	1129	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA	1.0,NA,NA,NA,NA,1.0,NA,0.15,1.0,NA	-0.121
2951	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91479175	91479690	91479175	91479212	91479366	91479690	2951	0,0,0,0,0,0,0,0,17,0,0,0,0	0,4,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,32,0,0,0,0	0,0,0,0,0,0,0,18,0,0	304	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	0.0
2953	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91491371	91492024	91491371	91491513	91491883	91492024	2953	0,44,0,0,0,0,0,0,0,0,0,0,0	0,90,0,0,0,0,0,0,23,0,0,0,0	0,0,0,0,2,76,0,0,0,0	111,0,0,0,0,0,0,1,237,8	520	150	1	1.0	NA,0.124,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.0,NA,NA,NA,1.0,1.0,NA,0.0,0.0,0.0	-0.271
2957	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61732458	61732987	61732458	61732584	61732840	61732987	2957	0,30,0,0,0,266,0,0,0,0,120,106,0	210,1718,6,1203,138,774,46,1,82,677,1635,2141,1354	0,0,0,0,0,1,0,0,0,0	381,245,0,247,89,534,1266,183,883,908	406	150	1	1.0	0.0,0.006,0.0,0.0,0.0,0.113,0.0,0.0,0.0,0.0,0.026,0.018,0.0	0.0,0.0,NA,0.0,0.0,0.001,0.0,0.0,0.0,0.0	0.012
2958	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61734783	61735103	61734783	61734843	61734929	61735103	2958	449,1591,259,741,319,924,122,175,170,987,3112,1676,6	1,0,0,0,0,0,0,0,0,0,0,0,0	877,520,0,1636,79,780,2969,337,991,1841	0,0,0,0,0,0,0,0,0,0	236	150	1	1.0	0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0
2959	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61734783	61735103	61734783	61734925	61735019	61735103	2959	235,793,259,166,1,371,3,175,56,986,1081,242,3	0,0,0,0,0,0,0,0,0,0,0,0,0	737,181,0,559,1,330,2003,123,802,1506	0,0,0,0,0,0,42,0,0,23	244	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,1.0,0.967,1.0,1.0,0.976	0.006
2960	"ENSG00000116871.15_2"	"MAP7D1"	chr1	+	36641799	36642182	36641799	36641922	36642018	36642182	2960	31,207,0,0,0,0,26,0,28,0,278,0,0	0,60,0,64,0,0,0,1,27,1,781,0,241	0,0,0,0,0,0,0,0,3,103	0,0,0,0,2,2,2,0,0,75	246	150	1	1.0	1.0,0.678,NA,0.0,NA,NA,1.0,0.0,0.387,0.0,0.178,NA,0.0	NA,NA,NA,NA,0.0,0.0,0.0,NA,1.0,0.456	0.069
2961	"ENSG00000128596.16_1"	"CCDC136"	chr7	+	128446290	128446912	128446290	128446449	128446741	128446912	2961	0,30,0,0,0,0,0,0,2,0,213,0,0	0,0,0,0,0,0,0,0,1,0,0,23,0	0,0,0,0,0,45,33,0,145,0	0,4,0,0,0,0,0,0,0,0	442	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.404,NA,1.0,0.0,NA	NA,0.0,NA,NA,NA,1.0,1.0,NA,1.0,NA	-0.149
2963	"ENSG00000088038.17_2"	"CNOT3"	chr19	+	54647395	54647870	54647395	54647485	54647741	54647870	2963	0,10,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,65,0,0,0,0	406	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0
2964	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101295370	101297871	101295370	101296086	101297757	101297871	2964	332,1677,520,351,98,0,1,779,256,931,928,2,1	288,1829,1,1363,1,509,1,1100,76,179,1234,2,365	80,92,0,199,89,495,550,179,1023,265	578,1004,0,1,3,693,269,342,919,55	1821	150	1	1.0	0.087,0.07,0.977,0.021,0.89,0.0,0.076,0.055,0.217,0.3,0.058,0.076,0.0	0.011,0.007,NA,0.943,0.71,0.056,0.144,0.041,0.084,0.284	-0.036
2972	"ENSG00000130813.17_2"	"C19orf66"	chr19	+	10201925	10202306	10201925	10202029	10202151	10202306	2972	56,0,0,0,0,0,0,0,12,0,0,0,0	0,70,0,0,0,0,0,0,0,0,0,0,0	0,70,0,0,0,60,0,0,0,0	0,0,0,0,0,0,0,0,0,0	272	150	1	1.0	1.0,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-0.333
2973	"ENSG00000130813.17_2"	"C19orf66"	chr19	+	10201925	10202306	10201925	10202029	10202259	10202306	2973	108,51,0,0,0,0,0,0,23,0,0,0,0	0,0,0,0,0,0,0,0,0,0,2,0,0	87,70,0,0,0,72,0,0,0,0	0,0,0,0,0,0,0,0,0,0	380	150	1	1.0	1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,NA	1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA	-0.25
2977	"ENSG00000198399.14_2"	"ITSN2"	chr2	-	24425732	24427287	24425732	24426652	24427113	24427287	2977	0,0,0,0,0,0,0,0,0,0,0,344,0	0,83,0,0,0,0,0,0,0,0,0,0,0	3,0,0,0,11,0,0,0,0,0	0,0,0,0,0,0,0,40,0,0	611	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	1.0,NA,NA,NA,1.0,NA,NA,0.0,NA,NA	-0.167
2978	"ENSG00000196535.15_2"	"MYO18A"	chr17	-	27423778	27424368	27423778	27423933	27424240	27424368	2978	0,22,0,0,0,0,59,0,0,0,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	16,1,0,0,0,1,115,0,0,0	0,0,0,0,0,0,2,0,0,0	457	150	1	1.0	NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA	1.0,1.0,NA,NA,NA,1.0,0.95,NA,NA,NA	0.012
2980	"ENSG00000196535.15_2"	"MYO18A"	chr17	-	27448564	27448975	27448564	27448741	27448868	27448975	2980	0,0,0,0,0,0,0,0,0,0,0,0,0	0,84,0,0,0,0,0,0,8,0,0,0,0	16,0,0,0,0,0,0,0,0,0	0,0,0,0,0,9,0,0,0,40	277	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,0.0,NA,NA,NA,0.0	-0.333
2983	"ENSG00000159459.11_2"	"UBR1"	chr15	-	43317571	43318861	43317571	43317627	43318758	43318861	2983	0,218,1,0,0,25,0,0,0,0,177,0,0	0,36,0,0,0,0,0,0,0,0,53,4,0	0,0,0,0,0,24,0,41,0,0	0,0,0,0,0,0,0,0,0,0	1281	150	1	1.0	NA,0.415,1.0,NA,NA,1.0,NA,NA,NA,NA,0.281,0.0,NA	NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.461
2984	"ENSG00000007202.14_2"	"KIAA0100"	chr17	-	26966592	26967043	26966592	26966660	26966918	26967043	2984	0,22,0,0,0,0,0,0,0,0,0,0,0	0,250,0,0,0,54,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,50	0,0,0,0,0,91,0,0,0,0	408	150	1	1.0	NA,0.031,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0	-0.484
2985	"ENSG00000007202.14_2"	"KIAA0100"	chr17	-	26970181	26970677	26970181	26970329	26970627	26970677	2985	0,28,0,0,0,0,0,0,0,0,0,0,0	0,0,9,0,0,0,0,0,0,0,0,0,0	0,166,0,0,0,0,0,0,0,8	0,0,0,0,0,0,1,0,0,0	448	150	1	1.0	NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,0.0,NA,NA,1.0	-0.167
2987	"ENSG00000155229.20_1"	"MMS19"	chr10	-	99221252	99221653	99221252	99221379	99221584	99221653	2987	0,10,0,0,0,0,0,0,30,0,0,0,1	0,0,0,0,0,0,0,0,22,201,0,0,1	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,92,0,0,0,0	355	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.366,0.0,NA,NA,0.297	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.416
2989	"ENSG00000149743.13_1"	"TRPT1"	chr11	-	63991571	63991813	63991571	63991682	63991756	63991813	2989	0,0,0,0,0,0,0,0,0,19,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,63,0,0,0,3,0,0,0,1	0,0,0,0,0,0,0,0,196,0	224	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,1.0,NA,NA,NA,1.0,NA,NA,0.0,1.0	0.25
2992	"ENSG00000149743.13_1"	"TRPT1"	chr11	-	63992272	63993052	63992272	63992442	63992970	63993052	2992	48,0,122,0,0,0,0,0,0,0,0,0,0	0,45,0,0,0,0,0,0,0,0,0,0,0	0,333,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	678	150	1	1.0	1.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA	-0.333
2996	"ENSG00000134419.15_2"	"RPS15A"	chr16	-	18794289	18796145	18794289	18794424	18796059	18796145	2996	0,2,0,12,4,0,0,0,26,0,2,0,0	0,51,0,0,0,0,0,0,12,0,0,2,26	0,1,0,0,0,2,86,0,0,0	0,0,0,0,0,21,347,0,0,0	1785	150	1	1.0	NA,0.003,NA,1.0,1.0,NA,NA,NA,0.154,NA,1.0,0.0,0.0	NA,1.0,NA,NA,NA,0.008,0.02,NA,NA,NA	0.108
3006	"ENSG00000006744.18_2"	"ELAC2"	chr17	-	12898080	12898379	12898080	12898201	12898279	12898379	3006	0,0,0,0,15,8,0,0,0,0,0,0,0	0,0,2,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0	228	150	1	1.0	NA,NA,0.0,NA,1.0,1.0,NA,NA,NA,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.5
3007	"ENSG00000006744.18_2"	"ELAC2"	chr17	-	12899256	12900002	12899256	12899295	12899863	12900002	3007	0,58,0,0,0,0,0,0,0,0,0,0,0	0,185,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,0,0,0,0	718	150	1	1.0	NA,0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	-0.939
3013	"ENSG00000032444.15_2"	"PNPLA6"	chr19	+	7607646	7607970	7607646	7607814	7607892	7607970	3013	0,0,0,0,0,0,0,0,0,0,0,0,0	3,16,48,0,0,0,0,0,0,105,210,0,0	0,0,0,0,0,22,0,0,0,0	0,0,0,0,0,61,0,0,60,0	228	150	1	1.0	0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA	NA,NA,NA,NA,NA,0.192,NA,NA,0.0,NA	-0.096
3015	"ENSG00000136908.17_1"	"DPM2"	chr9	-	130698831	130699802	130698831	130698934	130699712	130699802	3015	8,91,0,509,0,0,0,0,0,0,11,1,0	0,0,1,0,0,0,0,0,14,0,235,0,0	0,2,0,0,0,53,0,20,0,0	0,0,0,0,0,0,0,0,0,0	928	150	1	1.0	1.0,1.0,0.0,1.0,NA,NA,NA,NA,0.0,NA,0.008,1.0,NA	NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.427
3017	"ENSG00000149600.11_1"	"COMMD7"	chr20	-	31290504	31291873	31290504	31291260	31291824	31291873	3017	0,0,598,0,0,0,0,0,0,17,0,0,0	0,29,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,33,3,0,0,0	714	150	1	1.0	NA,0.0,1.0,NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	0.5
3024	"ENSG00000175061.17_1"	"LRRC75A-AS1"	chr17	+	16342640	16343567	16342640	16342728	16343498	16343567	3024	0,22,228,308,0,82,0,0,11,2,80,0,0	0,97,0,0,0,0,0,0,0,0,0,0,0	0,13,0,0,0,13,0,0,149,0	0,63,0,0,0,0,0,0,0,0	920	150	1	1.0	NA,0.036,1.0,1.0,NA,1.0,NA,NA,1.0,1.0,1.0,NA,NA	NA,0.033,NA,NA,NA,1.0,NA,NA,1.0,NA	0.185
3025	"ENSG00000175061.17_1"	"LRRC75A-AS1"	chr17	+	16342640	16343567	16342640	16343017	16343498	16343567	3025	0,22,228,149,0,74,0,0,11,0,78,0,0	0,0,0,0,0,0,0,0,0,328,0,0,0	0,13,0,0,0,13,0,0,149,0	0,0,0,0,0,39,0,0,0,0	631	150	1	1.0	NA,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,0.0,1.0,NA,NA	NA,1.0,NA,NA,NA,0.073,NA,NA,1.0,NA	0.166
3026	"ENSG00000048140.17_2"	"TSPAN17"	chr5	+	176079743	176082021	176079743	176079914	176081895	176082021	3026	0,168,0,0,0,0,0,1,0,146,137,165,0	0,18,0,0,0,0,0,0,0,0,0,0,0	116,0,0,0,0,0,0,15,0,87	269,0,0,0,0,0,0,0,0,0	2131	150	1	1.0	NA,0.396,NA,NA,NA,NA,NA,1.0,NA,1.0,1.0,1.0,NA	0.029,NA,NA,NA,NA,NA,NA,1.0,NA,1.0	0.203
3027	"ENSG00000140995.16_2"	"DEF8"	chr16	+	90030628	90030983	90030628	90030718	90030873	90030983	3027	0,0,1,0,0,0,0,0,0,0,0,0,0	19,49,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,23,0,0,0,0	305	150	1	1.0	0.0,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	0.333
3028	"ENSG00000123505.15_2"	"AMD1"	chr6	+	111213501	111214030	111213501	111213646	111213937	111214030	3028	0,5,0,0,119,0,0,0,0,7,0,115,0	40,67,0,0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,131,0,0,0,14,621,0,0,0	441	150	1	1.0	0.0,0.025,NA,NA,1.0,NA,NA,NA,0.0,1.0,NA,1.0,NA	NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA	0.504
3032	"ENSG00000197622.12_1"	"CDC42SE1"	chr1	-	151027491	151028469	151027491	151027602	151028152	151028469	3032	0,7,79,50,207,87,0,0,51,23,476,404,0	0,45,0,0,0,0,0,0,0,0,0,0,0	4,169,0,0,0,6,0,0,508,0	0,0,0,0,0,0,0,0,0,0	700	150	1	1.0	NA,0.032,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,NA	1.0,1.0,NA,NA,NA,1.0,NA,NA,1.0,NA	-0.108
3034	"ENSG00000196498.13_2"	"NCOR2"	chr12	-	124818969	124819826	124818969	124819163	124819680	124819826	3034	0,0,0,0,0,0,0,0,7,0,0,0,0	0,16,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,7,0,0,0	667	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.5
3036	"ENSG00000068903.19_2"	"SIRT2"	chr19	-	39380328	39380601	39380328	39380385	39380494	39380601	3036	0,0,0,0,0,0,0,0,0,0,0,0,0	0,46,0,0,92,0,0,29,0,0,1,1,0	0,0,0,0,0,0,0,0,1,0	0,0,0,0,88,97,35,42,0,233	259	150	1	1.0	NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,0.0,NA	NA,NA,NA,NA,0.0,0.0,0.0,0.0,1.0,0.0	-0.167
3041	"ENSG00000112146.16_2"	"FBXO9"	chr6	+	52957531	52958359	52957531	52957622	52958263	52958359	3041	82,0,0,0,0,118,60,0,2,0,1,1190,0	0,53,0,0,0,0,0,0,0,0,0,0,0	0,15,0,0,0,87,0,1,0,0	0,1,0,0,0,0,0,0,0,0	791	150	1	1.0	1.0,0.0,NA,NA,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA	NA,0.74,NA,NA,NA,1.0,NA,1.0,NA,NA	-0.056
3042	"ENSG00000197102.10_1"	"DYNC1H1"	chr14	+	102515776	102516219	102515776	102515919	102516050	102516219	3042	0,0,0,0,0,0,0,162,0,0,0,0,0	0,123,0,0,43,0,71,0,23,0,159,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,15,44,71,1,139	281	150	1	1.0	NA,0.0,NA,NA,0.0,NA,0.0,1.0,0.0,NA,0.0,NA,NA	NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0	0.167
3044	"ENSG00000159348.12_1"	"CYB5R1"	chr1	-	202935014	202935728	202935014	202935121	202935655	202935728	3044	8,0,207,0,0,0,0,0,17,0,0,0,0	0,0,0,0,0,0,0,0,0,1,138,0,0	0,0,0,0,0,0,261,0,0,0	0,0,0,0,0,23,0,0,0,0	684	150	1	1.0	1.0,NA,1.0,NA,NA,NA,NA,NA,1.0,0.0,0.0,NA,NA	NA,NA,NA,NA,NA,0.0,1.0,NA,NA,NA	0.1
3048	"ENSG00000090863.11_1"	"GLG1"	chr16	-	74496385	74497377	74496385	74496528	74497253	74497377	3048	0,130,0,360,0,0,0,0,0,0,978,2,0	0,91,0,0,0,0,0,0,0,0,0,7,0	0,5,0,0,0,0,3,0,0,0	0,216,0,0,0,10,260,0,29,0	875	150	1	1.0	NA,0.197,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,0.047,NA	NA,0.004,NA,NA,NA,0.0,0.002,NA,0.0,NA	0.56
3051	"ENSG00000114867.20_2"	"EIF4G1"	chr3	+	184049053	184049394	184049053	184049152	184049259	184049394	3051	0,0,0,0,0,0,0,0,22,0,0,0,0	0,26,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,28,0	0,0,0,0,0,0,0,0,0,0	257	150	1	1.0	NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.5
3052	"ENSG00000168309.16_1"	"FAM107A"	chr3	-	58551187	58553091	58551187	58552422	58552934	58553091	3052	2,50,0,0,110,0,1,10,0,155,5,0,0	0,238,80,245,2,137,0,0,47,0,1039,2,0	0,0,0,0,0,0,0,0,0,0	512,248,0,0,0,305,28,0,488,0	662	150	1	1.0	1.0,0.045,0.0,0.0,0.926,0.0,1.0,1.0,0.0,1.0,0.001,0.0,NA	0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,NA	0.414
3055	"ENSG00000120616.15_2"	"EPC1"	chr10	-	32580090	32581572	32580090	32580250	32581423	32581572	3055	0,235,0,130,8,318,0,0,12,0,0,0,0	0,167,0,0,0,0,0,0,0,0,0,0,1	711,2,0,0,0,227,1,0,173,332	0,0,0,0,0,0,0,0,0,0	1323	150	1	1.0	NA,0.138,NA,1.0,1.0,1.0,NA,NA,1.0,NA,NA,NA,0.0	1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0	-0.31
3058	"ENSG00000101782.14_2"	"RIOK3"	chr18	+	21056969	21057232	21056969	21057050	21057142	21057232	3058	0,0,0,0,0,35,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,15,0,0,0,0,0	0,44,0,0,0,0,0,0,0,0	242	150	1	1.0	NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA	0.5
3060	"ENSG00000129933.20_2"	"MAU2"	chr19	+	19455657	19456178	19455657	19455735	19456112	19456178	3060	0,33,0,0,0,0,0,2,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,20,89,0,0,0	527	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA	1.0
3063	"ENSG00000198818.9_1"	"SFT2D1"	chr6	-	166736344	166738083	166736344	166736374	166738024	166738083	3063	122,319,0,0,0,0,0,0,42,0,0,0,0	0,6,0,0,0,58,0,0,50,1,0,0,0	0,0,0,0,0,5,48,0,318,3	0,0,0,0,0,21,0,0,0,0	1800	150	1	1.0	1.0,0.816,NA,NA,NA,0.0,NA,NA,0.065,0.0,NA,NA,NA	NA,NA,NA,NA,NA,0.019,1.0,NA,1.0,1.0	-0.379
3069	"ENSG00000156976.15_2"	"EIF4A2"	chr3	+	186502352	186503840	186502352	186502485	186503671	186503840	3069	0,249,0,832,0,1,0,1,22,0,178,188,0	0,0,0,0,0,0,0,0,0,0,2,0,0	137,1,0,0,40,48,0,51,2,258	0,0,0,0,12,0,1,0,0,0	1336	150	1	1.0	NA,1.0,NA,1.0,NA,1.0,NA,1.0,1.0,NA,0.909,1.0,NA	1.0,1.0,NA,NA,0.272,1.0,0.0,1.0,1.0,1.0	0.203
3070	"ENSG00000144596.12_2"	"GRIP2"	chr3	-	14562198	14566045	14562198	14565205	14565899	14566045	3070	0,27,0,0,0,0,0,0,0,0,0,1,1050	0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,6,0,0,0,0	0,0,0,0,0,30,0,0,0,0	844	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0	NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA	0.966
