ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1865	"ENSG00000108963.17_2"	"DPH1"	chr17	+	1943511	1943899	1943511	1943668	1943798	1943899
1867	"ENSG00000172508.10_1"	"CARNS1"	chr11	+	67183646	67185148	67183646	67183673	67184877	67185148
1868	"ENSG00000172508.10_1"	"CARNS1"	chr11	+	67188079	67188311	67188079	67188148	67188226	67188311
1870	"ENSG00000105401.7_2"	"CDC37"	chr19	-	10505903	10506219	10505903	10506019	10506110	10506219
1871	"ENSG00000241973.10_2"	"PI4KA"	chr22	-	21066980	21067678	21066980	21067085	21067568	21067678
1876	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15226811	15227132	15226811	15226882	15226962	15227132
1877	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15227218	15228826	15227218	15227333	15228691	15228826
1878	"ENSG00000105135.15_1"	"ILVBL"	chr19	-	15233503	15233841	15233503	15233615	15233702	15233841
1879	"ENSG00000226476.3_1"	"RP11-776H12.1"	chr1	-	61061209	61062045	61061209	61061371	61061920	61062045
1881	"ENSG00000159337.6_1"	"PLA2G4D"	chr15	-	42362106	42363081	42362106	42362293	42362914	42363081
1886	"ENSG00000161249.20_2"	"DMKN"	chr19	-	36001085	36001412	36001085	36001154	36001280	36001412
1891	"ENSG00000167110.16_2"	"GOLGA2"	chr9	-	131024841	131025371	131024841	131024983	131025312	131025371
1892	"ENSG00000168255.14"	"POLR2J3"	chr7	-	102207443	102208631	102207443	102207530	102208456	102208631
1904	"ENSG00000130177.14_1"	"CDC16"	chr13	+	115037658	115038150	115037658	115037956	115038038	115038150
1908	"ENSG00000100241.20_2"	"SBF1"	chr22	-	50905960	50906352	50905960	50906119	50906214	50906352
1909	"ENSG00000100241.20_2"	"SBF1"	chr22	-	50905960	50906352	50905960	50906122	50906214	50906352
1911	"ENSG00000104936.17_2"	"DMPK"	chr19	-	46273104	46273898	46273104	46273462	46273507	46273898
1925	"ENSG00000146576.12_1"	"C7orf26"	chr7	+	6639459	6639987	6639459	6639523	6639757	6639987
1934	"ENSG00000159214.12_1"	"CCDC24"	chr1	+	44457518	44458059	44457518	44457676	44457824	44458059
1935	"ENSG00000159214.12_1"	"CCDC24"	chr1	+	44457518	44458059	44457518	44457676	44457883	44458059
1936	"ENSG00000159214.12_1"	"CCDC24"	chr1	+	44459561	44460834	44459561	44459636	44460779	44460834
1937	"ENSG00000159214.12_1"	"CCDC24"	chr1	+	44461272	44461528	44461272	44461342	44461449	44461528
1942	"ENSG00000064961.18_2"	"HMG20B"	chr19	+	3573689	3574584	3573689	3573798	3574338	3574584
1943	"ENSG00000064961.18_2"	"HMG20B"	chr19	+	3573689	3574584	3573689	3573798	3574367	3574584
1944	"ENSG00000064961.18_2"	"HMG20B"	chr19	+	3573689	3574584	3573689	3573798	3574380	3574584
1947	"ENSG00000186815.12_2"	"TPCN1"	chr12	+	113729678	113730878	113729678	113729763	113730738	113730878
1949	"ENSG00000132424.14_1"	"PNISR"	chr6	-	99851704	99852578	99851704	99851758	99852478	99852578
1952	"ENSG00000185340.15_1"	"GAS2L1"	chr22	+	29706816	29707639	29706816	29706988	29707451	29707639
1956	"ENSG00000004700.15_2"	"RECQL"	chr12	-	21654103	21654527	21654103	21654306	21654414	21654527
1962	"ENSG00000005238.19_1"	"FAM214B"	chr9	-	35107377	35108346	35107377	35107565	35108124	35108346
1964	"ENSG00000173588.14_2"	"CEP83"	chr12	-	94806093	94806367	94806093	94806205	94806292	94806367
1974	"ENSG00000133835.14_2"	"HSD17B4"	chr5	+	118827794	118829641	118827794	118827819	118829512	118829641
1986	"ENSG00000118308.15_2"	"LRMP"	chr12	+	25232331	25232697	25232331	25232396	25232589	25232697
1987	"ENSG00000118308.15_2"	"LRMP"	chr12	+	25232331	25232697	25232331	25232396	25232635	25232697
1988	"ENSG00000156414.18_2"	"TDRD9"	chr14	+	104498353	104498424	104498353	104498389	104498390	104498424
1997	"ENSG00000204351.11_1"	"SKIV2L"	chr6	+	31937056	31937528	31937056	31937197	31937291	31937528
2003	"ENSG00000104884.14_2"	"ERCC2"	chr19	-	45872187	45872405	45872187	45872250	45872327	45872405
2018	"ENSG00000184205.14_1"	"TSPYL2"	chrX	+	53113713	53114048	53113713	53113804	53113936	53114048
2033	"ENSG00000224078.12_2"	"SNHG14"	chr15	+	25349005	25351441	25349005	25349117	25351310	25351441
2034	"ENSG00000224078.12_2"	"SNHG14"	chr15	+	25448698	25449447	25448698	25448743	25449316	25449447
2037	"ENSG00000132382.14_2"	"MYBBP1A"	chr17	-	4457104	4457388	4457104	4457212	4457313	4457388
2042	"ENSG00000099330.8_1"	"OCEL1"	chr19	+	17337501	17338008	17337501	17337678	17337783	17338008
2043	"ENSG00000099330.8_1"	"OCEL1"	chr19	+	17337501	17338008	17337501	17337678	17337802	17338008
2044	"ENSG00000099330.8_1"	"OCEL1"	chr19	+	17339611	17340024	17339611	17339635	17339754	17340024
2045	"ENSG00000099330.8_1"	"OCEL1"	chr19	+	17339611	17340024	17339611	17339724	17339817	17340024
2052	"ENSG00000013306.15_2"	"SLC25A39"	chr17	-	42397563	42397804	42397563	42397644	42397722	42397804
2053	"ENSG00000013306.15_2"	"SLC25A39"	chr17	-	42398425	42398926	42398425	42398599	42398801	42398926
2057	"ENSG00000169402.15_1"	"RSPH10B2"	chr7	+	6796987	6797562	6796987	6797107	6797223	6797562
2059	"ENSG00000138073.13_2"	"PREB"	chr2	-	27355984	27356589	27355984	27356205	27356399	27356589
2060	"ENSG00000181513.14_1"	"ACBD4"	chr17	+	43213474	43214143	43213474	43213599	43213866	43214143
2061	"ENSG00000181513.14_1"	"ACBD4"	chr17	+	43213474	43214143	43213474	43213599	43214058	43214143
2062	"ENSG00000181513.14_1"	"ACBD4"	chr17	+	43213866	43214143	43213866	43213987	43214058	43214143
2067	"ENSG00000138709.17_2"	"LARP1B"	chr4	+	129028293	129030056	129028293	129028468	129029037	129030056
2070	"ENSG00000118961.14_2"	"LDAH"	chr2	-	20885306	20886854	20885306	20885417	20886666	20886854
2079	"ENSG00000196975.15_1"	"ANXA4"	chr2	+	70035037	70037805	70035037	70035128	70037725	70037805
2081	"ENSG00000230615.6_2"	"RP5-1198O20.4"	chr1	+	44516621	44517166	44516621	44516830	44516961	44517166
2087	"ENSG00000186141.8_1"	"POLR3C"	chr1	-	145608403	145608659	145608403	145608507	145608620	145608659
2092	"ENSG00000151092.16_1"	"NGLY1"	chr3	-	25777799	25778946	25777799	25777891	25778824	25778946
2096	"ENSG00000112659.13_2"	"CUL9"	chr6	+	43163806	43164600	43163806	43164003	43164382	43164600
2100	"ENSG00000174791.10_1"	"RIN1"	chr11	-	66101984	66103153	66101984	66102722	66103080	66103153
2117	"ENSG00000157873.17_1"	"TNFRSF14"	chr1	+	2489781	2491417	2489781	2489907	2491261	2491417
2118	"ENSG00000110172.11_1"	"CHORDC1"	chr11	-	89943703	89947343	89943703	89943762	89947185	89947343
2122	"ENSG00000170703.15_1"	"TTLL6"	chr17	-	46881252	46882353	46881252	46881290	46882133	46882353
2123	"ENSG00000170703.15_1"	"TTLL6"	chr17	-	46881252	46882353	46881252	46881885	46882133	46882353
2127	"ENSG00000122515.14_2"	"ZMIZ2"	chr7	+	44801047	44801504	44801047	44801192	44801293	44801504
2134	"ENSG00000159640.15_2"	"ACE"	chr17	+	61574158	61575741	61574158	61574346	61574497	61575741
2135	"ENSG00000112531.16_1"	"QKI"	chr6	+	163984451	163991177	163984451	163984751	163985698	163991177
2136	"ENSG00000112531.16_1"	"QKI"	chr6	+	163984451	163991177	163984451	163984751	163986977	163991177
2146	"ENSG00000137266.14_1"	"SLC22A23"	chr6	-	3272007	3273646	3272007	3272725	3273062	3273646
2149	"ENSG00000114416.17_1"	"FXR1"	chr3	+	180680670	180680878	180680670	180680728	180680815	180680878
2160	"ENSG00000158545.15_2"	"ZC3H18"	chr16	+	88688604	88689752	88688604	88688796	88689626	88689752
2165	"ENSG00000155026.16_1"	"RSPH10B"	chr7	-	6006493	6007068	6006493	6006832	6006948	6007068
2170	"ENSG00000115694.14_1"	"STK25"	chr2	-	242447420	242447777	242447420	242447550	242447732	242447777
2174	"ENSG00000157020.17_2"	"SEC13"	chr3	-	10360822	10361000	10360822	10360856	10360940	10361000
2179	"ENSG00000117308.14_2"	"GALE"	chr1	-	24124606	24125220	24124606	24124715	24125104	24125220
2180	"ENSG00000117308.14_2"	"GALE"	chr1	-	24124606	24125220	24124606	24124720	24125104	24125220
2186	"ENSG00000147140.15_1"	"NONO"	chrX	+	70517685	70518358	70517685	70517788	70518318	70518358
2189	"ENSG00000169598.15_1"	"DFFB"	chr1	+	3800070	3801993	3800070	3800364	3801601	3801993
2193	"ENSG00000178149.16_2"	"DALRD3"	chr3	-	49054660	49054946	49054660	49054789	49054866	49054946
2194	"ENSG00000197386.10_1"	"HTT"	chr4	+	3189377	3190820	3189377	3189613	3190677	3190820
2219	"ENSG00000117122.13_2"	"MFAP2"	chr1	-	17303202	17303418	17303202	17303289	17303391	17303418
2227	"ENSG00000161642.17_1"	"ZNF385A"	chr12	-	54778211	54778507	54778211	54778348	54778483	54778507
2228	"ENSG00000068489.12_2"	"PRR11"	chr17	+	57262414	57262923	57262414	57262565	57262800	57262923
2230	"ENSG00000135372.8_1"	"NAT10"	chr11	+	34164991	34165075	34164991	34165046	34165047	34165075
2231	"ENSG00000148303.16_1"	"RPL7A"	chr9	+	136217094	136217582	136217094	136217174	136217451	136217582
2236	"ENSG00000153179.12_2"	"RASSF3"	chr12	+	65004292	65004523	65004292	65004321	65004398	65004523
2238	"ENSG00000101222.12_1"	"SPEF1"	chr20	-	3759067	3759637	3759067	3759191	3759392	3759637
2239	"ENSG00000101222.12_1"	"SPEF1"	chr20	-	3759392	3759637	3759392	3759453	3759597	3759637
2241	"ENSG00000149532.15_2"	"CPSF7"	chr11	-	61183576	61183991	61183576	61183634	61183835	61183991
2242	"ENSG00000149532.15_2"	"CPSF7"	chr11	-	61187941	61189080	61187941	61188002	61188861	61189080
2243	"ENSG00000149532.15_2"	"CPSF7"	chr11	-	61187941	61189080	61187941	61188045	61188861	61189080
2244	"ENSG00000166411.13_2"	"IDH3A"	chr15	+	78449249	78449973	78449249	78449504	78449889	78449973
2245	"ENSG00000166411.13_2"	"IDH3A"	chr15	+	78449249	78449973	78449249	78449504	78449914	78449973
2280	"ENSG00000242086.8_2"	"LINC00969"	chr3	+	195428250	195428540	195428250	195428366	195428458	195428540
2282	"ENSG00000242086.8_2"	"LINC00969"	chr3	+	195435004	195435678	195435004	195435139	195435617	195435678
2283	"ENSG00000242086.8_2"	"LINC00969"	chr3	+	195435004	195435678	195435004	195435258	195435617	195435678
2284	"ENSG00000242086.8_2"	"LINC00969"	chr3	+	195435004	195435678	195435004	195435306	195435617	195435678
2290	"ENSG00000198721.12_2"	"ECI2"	chr6	-	4125483	4126471	4125483	4125604	4126368	4126471
2291	"ENSG00000103495.13_2"	"MAZ"	chr16	+	29819095	29819149	29819095	29819107	29819108	29819149
2293	"ENSG00000118762.7_1"	"PKD2"	chr4	+	88986525	88987031	88986525	88986647	88986913	88987031
2300	"ENSG00000183914.14_2"	"DNAH2"	chr17	+	7673874	7674251	7673874	7673957	7674070	7674251
2302	"ENSG00000130159.13_2"	"ECSIT"	chr19	-	11618516	11618863	11618516	11618544	11618805	11618863
2303	"ENSG00000130159.13_2"	"ECSIT"	chr19	-	11618516	11618863	11618516	11618665	11618805	11618863
2305	"ENSG00000225177.5_1"	"RP11-390P2.4"	chr6	+	139017733	139018425	139017733	139017892	139018039	139018425
2306	"ENSG00000119760.15_1"	"SUPT7L"	chr2	-	27883850	27885148	27883850	27884255	27885045	27885148
2307	"ENSG00000119760.15_1"	"SUPT7L"	chr2	-	27883850	27885148	27883850	27884468	27885045	27885148
2309	"ENSG00000161243.8_2"	"FBXO27"	chr19	-	39521668	39521960	39521668	39521764	39521848	39521960
2310	"ENSG00000047410.13_1"	"TPR"	chr1	-	186310383	186312605	186310383	186310521	186312457	186312605
2312	"ENSG00000136319.11_2"	"TTC5"	chr14	-	20760141	20763685	20760141	20760286	20763470	20763685
2315	"ENSG00000157734.13_1"	"SNX22"	chr15	+	64444441	64444941	64444441	64444525	64444836	64444941
2317	"ENSG00000198720.12_2"	"ANKRD13B"	chr17	+	27934759	27935128	27934759	27934895	27935003	27935128
2325	"ENSG00000103496.14_2"	"STX4"	chr16	+	31045546	31045857	31045546	31045646	31045782	31045857
2328	"ENSG00000264538.6_1"	"SUZ12P1"	chr17	+	29095851	29096082	29095851	29095885	29096018	29096082
2331	"ENSG00000197584.11_2"	"KCNMB2"	chr3	+	178543375	178543546	178543375	178543412	178543469	178543546
2332	"ENSG00000168268.10_1"	"NT5DC2"	chr3	-	52561632	52561947	52561632	52561734	52561844	52561947
2334	"ENSG00000183291.15_2"	"SEP15"	chr1	-	87346344	87346408	87346344	87346372	87346375	87346408
2336	"ENSG00000115211.15_2"	"EIF2B4"	chr2	-	27590612	27590689	27590612	27590669	27590671	27590689
2354	"ENSG00000198585.11_1"	"NUDT16"	chr3	+	131102005	131107674	131102005	131102116	131102187	131107674
2355	"ENSG00000167840.13_1"	"ZNF232"	chr17	-	5012220	5013163	5012220	5012347	5012688	5013163
2356	"ENSG00000167840.13_1"	"ZNF232"	chr17	-	5012220	5013163	5012220	5012347	5013005	5013163
2362	"ENSG00000059804.15_1"	"SLC2A3"	chr12	-	8082279	8083238	8082279	8082467	8083075	8083238
2371	"ENSG00000100884.9_1"	"CPNE6"	chr14	+	24543259	24543574	24543259	24543334	24543499	24543574
2372	"ENSG00000100884.9_1"	"CPNE6"	chr14	+	24543259	24543574	24543259	24543369	24543499	24543574
2373	"ENSG00000100884.9_1"	"CPNE6"	chr14	+	24544380	24545095	24544380	24544485	24545035	24545095
2374	"ENSG00000100884.9_1"	"CPNE6"	chr14	+	24545357	24545623	24545357	24545491	24545568	24545623
2383	"ENSG00000214279.12_2"	"SCART1"	chr10	+	135272990	135273674	135272990	135273308	135273381	135273674
2394	"ENSG00000185359.12_2"	"HGS"	chr17	+	79661844	79662097	79661844	79661883	79661953	79662097
2402	"ENSG00000124140.13_2"	"SLC12A5"	chr20	+	44663586	44664174	44663586	44663681	44664012	44664174
2403	"ENSG00000124140.13_2"	"SLC12A5"	chr20	+	44663586	44664174	44663586	44663681	44664042	44664174
2408	"ENSG00000283189.1_1"	"RP11-949J7.8"	chr3	-	49457142	49457775	49457142	49457221	49457647	49457775
2409	"ENSG00000283189.1_1"	"RP11-949J7.8"	chr3	-	49459536	49462307	49459536	49459704	49460414	49462307
2410	"ENSG00000283189.1_1"	"RP11-949J7.8"	chr3	-	49459536	49462307	49459536	49459704	49461659	49462307
2411	"ENSG00000283189.1_1"	"RP11-949J7.8"	chr3	-	49458924	49462871	49458924	49459005	49462799	49462871
2430	"ENSG00000124784.8_1"	"RIOK1"	chr6	+	7402835	7403130	7402835	7402948	7403049	7403130
2431	"ENSG00000114423.18_2"	"CBLB"	chr3	-	105399835	105400662	105399835	105400454	105400567	105400662
2441	"ENSG00000231304.2_2"	"SGO1-AS1"	chr3	+	20387151	20387558	20387151	20387274	20387516	20387558
2444	"ENSG00000067445.20_2"	"TRO"	chrX	+	54953015	54953538	54953015	54953058	54953475	54953538
2445	"ENSG00000067445.20_2"	"TRO"	chrX	+	54955035	54955143	54955035	54955101	54955102	54955143
2446	"ENSG00000067445.20_2"	"TRO"	chrX	+	54955035	54957464	54955035	54955143	54957173	54957464
2449	"ENSG00000140688.16_1"	"C16orf58"	chr16	-	31519394	31519705	31519394	31519454	31519589	31519705
2452	"ENSG00000119844.15_1"	"AFTPH"	chr2	+	64806619	64808407	64806619	64806680	64808323	64808407
2456	"ENSG00000167595.14_1"	"PROSER3"	chr19	+	36257668	36258937	36257668	36257856	36258704	36258937
2461	"ENSG00000124228.14_2"	"DDX27"	chr20	+	47850104	47852768	47850104	47850246	47852686	47852768
2472	"ENSG00000178821.12_1"	"TMEM52"	chr1	-	1850483	1850708	1850483	1850527	1850620	1850708
2477	"ENSG00000168397.16_2"	"ATG4B"	chr2	+	242590424	242590750	242590424	242590526	242590678	242590750
2481	"ENSG00000115459.17_1"	"ELMOD3"	chr2	+	85598208	85598685	85598208	85598332	85598562	85598685
2483	"ENSG00000179262.9_1"	"RAD23A"	chr19	+	13059499	13059973	13059499	13059627	13059894	13059973
2484	"ENSG00000163046.15_1"	"ANKRD30BL"	chr2	-	132912234	132914719	132912234	132912341	132914545	132914719
2488	"ENSG00000104814.12_2"	"MAP4K1"	chr19	-	39098503	39098673	39098503	39098551	39098629	39098673
2489	"ENSG00000172379.19_2"	"ARNT2"	chr15	+	80885940	80890269	80885940	80885968	80889535	80890269
2492	"ENSG00000175265.17_2"	"GOLGA8A"	chr15	-	34678825	34680153	34678825	34678942	34680033	34680153
2494	"ENSG00000132676.15_2"	"DAP3"	chr1	+	155707947	155708801	155707947	155708049	155708399	155708801
2495	"ENSG00000270647.5_2"	"TAF15"	chr17	+	34147027	34147441	34147027	34147079	34147335	34147441
2498	"ENSG00000130508.10_2"	"PXDN"	chr2	-	1667376	1668846	1667376	1667535	1668729	1668846
2499	"ENSG00000104897.9_2"	"SF3A2"	chr19	+	2246751	2247021	2246751	2246801	2246880	2247021
2500	"ENSG00000111218.11_2"	"PRMT8"	chr12	+	3659101	3662880	3659101	3659257	3662816	3662880
2501	"ENSG00000198830.10_1"	"HMGN2"	chr1	+	26799973	26800223	26799973	26800018	26800193	26800223
2503	"ENSG00000198830.10_1"	"HMGN2"	chr1	+	26799973	26800626	26799973	26800223	26800575	26800626
2504	"ENSG00000198830.10_1"	"HMGN2"	chr1	+	26800193	26800626	26800193	26800308	26800575	26800626
2505	"ENSG00000187860.10_1"	"CCDC157"	chr22	+	30766314	30767716	30766314	30766939	30767638	30767716
2513	"ENSG00000119397.16_1"	"CNTRL"	chr9	+	123930373	123930599	123930373	123930414	123930489	123930599
2514	"ENSG00000132323.8_1"	"ILKAP"	chr2	-	239102915	239103511	239102915	239102972	239103422	239103511
2515	"ENSG00000132323.8_1"	"ILKAP"	chr2	-	239102915	239103511	239102915	239102972	239103445	239103511
2521	"ENSG00000117226.11_2"	"GBP3"	chr1	-	89478867	89479962	89478867	89479110	89479765	89479962
2531	"ENSG00000104447.11_1"	"TRPS1"	chr8	-	116616099	116617229	116616099	116616277	116616877	116617229
2541	"ENSG00000117115.12_1"	"PADI2"	chr1	-	17401350	17402318	17401350	17401444	17402173	17402318
2545	"ENSG00000100325.14_2"	"ASCC2"	chr22	-	30189348	30189665	30189348	30189479	30189565	30189665
2567	"ENSG00000065357.19_2"	"DGKA"	chr12	+	56345406	56345883	56345406	56345567	56345818	56345883
2568	"ENSG00000065357.19_2"	"DGKA"	chr12	+	56345406	56346215	56345406	56345567	56346124	56346215
2570	"ENSG00000065357.19_2"	"DGKA"	chr12	+	56347133	56347805	56347133	56347194	56347468	56347805
2571	"ENSG00000142949.16_1"	"PTPRF"	chr1	+	44085765	44086250	44085765	44085892	44086124	44086250
2575	"ENSG00000161999.11_2"	"JMJD8"	chr16	-	733321	733598	733321	733441	733529	733598
2588	"ENSG00000068650.18_2"	"ATP11A"	chr13	+	113512131	113513766	113512131	113512234	113513706	113513766
2599	"ENSG00000228327.3_2"	"RP11-206L10.2"	chr1	-	700102	700627	700102	700180	700523	700627
2602	"ENSG00000130244.12_2"	"FAM98C"	chr19	+	38896158	38897717	38896158	38896275	38897549	38897717
2607	"ENSG00000071564.14_2"	"TCF3"	chr19	-	1615283	1615820	1615283	1615514	1615684	1615820
2608	"ENSG00000071564.14_2"	"TCF3"	chr19	-	1615283	1615820	1615283	1615519	1615684	1615820
2615	"ENSG00000248098.11_2"	"BCKDHA"	chr19	+	41916541	41916914	41916541	41916721	41916827	41916914
2620	"ENSG00000213445.9_2"	"SIPA1"	chr11	+	65413926	65414536	65413926	65414134	65414440	65414536
2623	"ENSG00000163930.9_1"	"BAP1"	chr3	-	52440268	52440923	52440268	52440338	52440844	52440923
2624	"ENSG00000163930.9_1"	"BAP1"	chr3	-	52440268	52440923	52440268	52440392	52440844	52440923
2634	"ENSG00000101365.20_2"	"IDH3B"	chr20	-	2641102	2641475	2641102	2641236	2641342	2641475
2636	"ENSG00000014914.19_1"	"MTMR11"	chr1	-	149902256	149902857	149902256	149902439	149902683	149902857
2641	"ENSG00000175634.14_2"	"RPS6KB2"	chr11	+	67201465	67201746	67201465	67201528	67201668	67201746
2659	"ENSG00000196712.16_2"	"NF1"	chr17	+	29556042	29556992	29556042	29556483	29556852	29556992
2666	"ENSG00000165810.16_1"	"BTNL9"	chr5	+	180482432	180483015	180482432	180482453	180482988	180483015
2680	"ENSG00000152556.15_2"	"PFKM"	chr12	+	48516429	48516642	48516429	48516460	48516549	48516642
2681	"ENSG00000152556.15_2"	"PFKM"	chr12	+	48528725	48529166	48528725	48528821	48529073	48529166
2688	"ENSG00000126934.13_1"	"MAP2K2"	chr19	-	4094450	4095447	4094450	4094496	4095385	4095447
2690	"ENSG00000109736.14_1"	"MFSD10"	chr4	-	2933551	2933880	2933551	2933663	2933771	2933880
2691	"ENSG00000109736.14_1"	"MFSD10"	chr4	-	2934326	2934936	2934326	2934485	2934832	2934936
2694	"ENSG00000173020.10_2"	"GRK2"	chr11	+	67048202	67048655	67048202	67048254	67048563	67048655
2695	"ENSG00000173020.10_2"	"GRK2"	chr11	+	67049292	67050013	67049292	67049423	67049741	67050013
2702	"ENSG00000184470.20_2"	"TXNRD2"	chr22	-	19863044	19864757	19863044	19863330	19864562	19864757
2703	"ENSG00000184470.20_2"	"TXNRD2"	chr22	-	19863044	19864757	19863044	19863330	19864631	19864757
2707	"ENSG00000110697.12_1"	"PITPNM1"	chr11	-	67261158	67261541	67261158	67261308	67261392	67261541
2716	"ENSG00000198105.12_2"	"ZNF248"	chr10	-	38117692	38122044	38117692	38120240	38121952	38122044
2730	"ENSG00000102038.15_2"	"SMARCA1"	chrX	-	128614677	128615162	128614677	128614791	128615051	128615162
2733	"ENSG00000177646.18_2"	"ACAD9"	chr3	+	128628186	128628992	128628186	128628264	128628863	128628992
2734	"ENSG00000132840.9_1"	"BHMT2"	chr5	+	78373302	78373435	78373302	78373348	78373410	78373435
2743	"ENSG00000168096.14_2"	"ANKS3"	chr16	-	4751434	4752243	4751434	4751544	4752102	4752243
2744	"ENSG00000177463.15_2"	"NR2C2"	chr3	+	15079506	15080734	15079506	15079644	15080628	15080734
2746	"ENSG00000145833.15_2"	"DDX46"	chr5	+	134146910	134147535	134146910	134147048	134147385	134147535
2747	"ENSG00000145833.15_2"	"DDX46"	chr5	+	134152119	134153404	134152119	134152293	134153185	134153404
2748	"ENSG00000145833.15_2"	"DDX46"	chr5	+	134152119	134153404	134152119	134152296	134153185	134153404
2755	"ENSG00000116213.15_1"	"WRAP73"	chr1	-	3547330	3548221	3547330	3547681	3548029	3548221
2756	"ENSG00000105223.19_2"	"PLD3"	chr19	+	40871459	40871837	40871459	40871492	40871624	40871837
2765	"ENSG00000078070.12_2"	"MCCC1"	chr3	-	182788997	182789145	182788997	182789135	182789136	182789145
2766	"ENSG00000160789.19_1"	"LMNA"	chr1	+	156084503	156085065	156084503	156084582	156084754	156085065
2769	"ENSG00000171456.16_2"	"ASXL1"	chr20	+	31015930	31016225	31015930	31016051	31016127	31016225
2772	"ENSG00000167995.15_1"	"BEST1"	chr11	+	61722578	61723423	61722578	61722673	61723189	61723423
2773	"ENSG00000167995.15_1"	"BEST1"	chr11	+	61725617	61727050	61725617	61725770	61726969	61727050
2774	"ENSG00000167995.15_1"	"BEST1"	chr11	+	61725617	61727050	61725617	61725973	61726969	61727050
2775	"ENSG00000167995.15_1"	"BEST1"	chr11	+	61727363	61730365	61727363	61727515	61729726	61730365
2778	"ENSG00000165458.13_2"	"INPPL1"	chr11	+	71939391	71939542	71939391	71939494	71939497	71939542
2779	"ENSG00000165458.13_2"	"INPPL1"	chr11	+	71939770	71939891	71939770	71939830	71939832	71939891
2781	"ENSG00000165458.13_2"	"INPPL1"	chr11	+	71948167	71948840	71948167	71948750	71948752	71948840
2788	"ENSG00000114021.11_1"	"NIT2"	chr3	+	100064428	100065099	100064428	100064522	100065024	100065099
2793	"ENSG00000171824.13_1"	"EXOSC10"	chr1	-	11136898	11137708	11136898	11137005	11137657	11137708
2794	"ENSG00000159409.14_1"	"CELF3"	chr1	-	151679620	151680124	151679620	151679770	151679982	151680124
2795	"ENSG00000214655.10_2"	"ZSWIM8"	chr10	+	75551616	75552610	75551616	75552248	75552347	75552610
2802	"ENSG00000056586.15_1"	"RC3H2"	chr9	-	125627627	125627936	125627627	125627820	125627902	125627936
2826	"ENSG00000187905.10_1"	"LRRC74B"	chr22	+	21402172	21403446	21402172	21402305	21403239	21403446
2827	"ENSG00000136603.13_2"	"SKIL"	chr3	+	170077486	170079217	170077486	170077664	170078155	170079217
2831	"ENSG00000161091.12_2"	"MFSD12"	chr19	-	3544196	3544730	3544196	3544305	3544352	3544730
2834	"ENSG00000169727.12_1"	"GPS1"	chr17	+	80014161	80014426	80014161	80014267	80014345	80014426
2838	"ENSG00000188313.12_2"	"PLSCR1"	chr3	-	146239330	146239840	146239330	146239492	146239619	146239840
2839	"ENSG00000174628.16_2"	"IQCK"	chr16	+	19775169	19775434	19775169	19775222	19775356	19775434
2848	"ENSG00000141013.15_2"	"GAS8"	chr16	+	90102788	90103807	90102788	90102994	90103639	90103807
2849	"ENSG00000144802.11_1"	"NFKBIZ"	chr3	+	101571934	101572707	101571934	101572078	101572444	101572707
2857	"ENSG00000113580.14_2"	"NR3C1"	chr5	-	142779220	142780417	142779220	142779389	142779467	142780417
2862	"ENSG00000154222.14_2"	"CC2D1B"	chr1	-	52823452	52824133	52823452	52823570	52824002	52824133
2863	"ENSG00000154222.14_2"	"CC2D1B"	chr1	-	52823452	52824133	52823452	52823588	52824002	52824133
2864	"ENSG00000154222.14_2"	"CC2D1B"	chr1	-	52826095	52826804	52826095	52826221	52826645	52826804
2866	"ENSG00000182134.15_1"	"TDRKH"	chr1	-	151746888	151746980	151746888	151746927	151746930	151746980
2867	"ENSG00000222009.8_1"	"BTBD19"	chr1	+	45278667	45278941	45278667	45278736	45278809	45278941
2871	"ENSG00000175455.14_2"	"CCDC14"	chr3	-	123674689	123674962	123674689	123674812	123674892	123674962
2883	"ENSG00000266714.6_2"	"MYO15B"	chr17	+	73586987	73587327	73586987	73587097	73587252	73587327
2887	"ENSG00000107625.12_1"	"DDX50"	chr10	+	70666466	70666763	70666466	70666566	70666568	70666763
2888	"ENSG00000107625.12_1"	"DDX50"	chr10	+	70706107	70706603	70706107	70706362	70706364	70706603
2903	"ENSG00000189171.14_2"	"S100A13"	chr1	-	153598795	153600074	153598795	153599009	153599958	153600074
2909	"ENSG00000143093.14_2"	"STRIP1"	chr1	+	110591733	110593031	110591733	110591860	110592964	110593031
2916	"ENSG00000186654.20_2"	"PRR5"	chr22	+	45098097	45098488	45098097	45098289	45098371	45098488
2917	"ENSG00000132563.15_2"	"REEP2"	chr5	+	137780916	137781064	137780916	137781015	137781017	137781064
2919	"ENSG00000100982.11_1"	"PCIF1"	chr20	+	44575901	44576662	44575901	44576077	44576162	44576662
2949	"ENSG00000100284.20_2"	"TOM1"	chr22	+	35719488	35719623	35719488	35719614	35719615	35719623
2951	"ENSG00000164112.12_2"	"TMEM155"	chr4	-	122682692	122683047	122682692	122682850	122682984	122683047
2972	"ENSG00000006015.17_2"	"C19orf60"	chr19	+	18699804	18700493	18699804	18699887	18700222	18700493
2973	"ENSG00000006015.17_2"	"C19orf60"	chr19	+	18699804	18700493	18699804	18699887	18700288	18700493
