ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1652	"ENSG00000133805.15_2"	"AMPD3"	chr11	+	10506452	10506586	10508781	10508911	10503609	10503772	10514895	10515090	1652	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,62,0,16,15,0,0,2,11,9,0,80,0,24,19,0,0,0,16,141,0,8,3,0	19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,5,0,8,0,0,0,0,29,23,0,0,56,0,20,60,0,0,0	284	280	1	1.0	NA,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,0.0,NA	1.0,0.0,0.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	-0.111
1654	"ENSG00000162946.20_2"	"DISC1"	chr1	+	231837700	231837770	231885671	231885822	231829571	231830551	231902885	231903015	1654	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13	0,0,12,0,0,0,0,0,25,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	4,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	220	301	1	1.0	NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	0.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	-0.05
1655	"ENSG00000162946.20_2"	"DISC1"	chr1	+	231885671	231885822	231902885	231903015	231837700	231837770	231906580	231906816	1655	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,21,25,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0	17,0,59,0,12,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0	0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	301	280	1	1.0	NA,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,1.0,NA,0.583,NA,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA	-0.717
1656	"ENSG00000162946.20_2"	"DISC1"	chr1	+	231906580	231906816	231930987	231931042	231885671	231885822	231935853	231935956	1656	0,0,0,0,0,0,0,0,0,8,0,37,0,88,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,90,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0	386	205	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.417
1657	"ENSG00000162946.20_2"	"DISC1"	chr1	+	231930987	231931042	231935853	231935956	231906580	231906816	231954074	231954990	1657	0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0	0,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	205	253	1	1.0	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,0.0,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0
1658	"ENSG00000154655.15_2"	"L3MBTL4"	chr18	-	6171826	6171941	6213147	6213258	6138192	6138295	6215748	6215834	1658	127,0,0,0,0,0,0,0,0,0,0,14,78,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,0,0,7,10,0,0,0,0,4,21,0,0,0,5,0,0,0,0,0	0,0,82,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0	75,0,0,0,0,0,0,1,0,18,0,0,40,0,0,0,0,0,0,0	261	265	1	1.0	1.0,NA,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,1.0,1.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.0,NA,1.0,NA,NA,NA,NA,0.0,NA,0.0,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	0.0
1660	"ENSG00000080823.21_1"	"MOK"	chr14	-	102729882	102729953	102744942	102745031	102718253	102718332	102749814	102749929	1660	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0	239	221	1	1.0	NA,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	-0.5
1662	"ENSG00000203827.7"	"NBPF16"	chr1	+	148752600	148752652	148754130	148754182	148751708	148751881	148754834	148755007	1662	0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,1,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	202	202	1	1.0	NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0,1.0,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0
1663	"ENSG00000070214.15_1"	"SLC44A1"	chr9	+	108072004	108072147	108097843	108097980	108061500	108061590	108110638	108110732	1663	0,0,29,11,0,27,0,209,0,0,68,0,0,1,8,0,0,1,5,37,0,0,11,17	4,11,63,84,30,0,5,105,35,17,0,0,1,26,4,0,0,0,1,53,0,9,6,0	47,0,0,113,30,0,0,35,0,1,226,0,0,57,0,48,1,4,0,0	19,66,21,112,16,0,0,0,37,47,94,0,0,0,0,0,0,285,0,0	293	287	1	1.0	0.0,0.0,0.311,0.114,0.0,1.0,0.0,0.661,0.0,0.0,1.0,NA,0.0,0.036,0.662,NA,NA,1.0,0.83,0.406,NA,0.0,0.642,1.0	0.708,0.0,0.0,0.497,0.647,NA,NA,1.0,0.0,0.02,0.702,NA,NA,1.0,NA,1.0,1.0,0.014,NA,NA	-0.124
1664	"ENSG00000070214.15_1"	"SLC44A1"	chr9	+	108097843	108097980	108110638	108110732	108072004	108072147	108118492	108118662	1664	29,103,43,69,5,0,0,0,93,6,0,9,14,77,3,37,0,0,1,20,0,0,15,26	0,29,41,2,8,55,0,191,101,0,28,0,0,92,39,0,0,1,15,0,0,0,7,17	16,30,9,13,38,0,0,0,16,78,59,0,8,15,0,5,0,0,4,0	0,70,0,0,3,0,0,0,35,98,119,0,27,0,0,1,2,0,0,0	287	244	1	1.0	1.0,0.751,0.471,0.967,0.347,0.0,NA,0.0,0.439,1.0,0.0,1.0,1.0,0.416,0.061,1.0,NA,0.0,0.054,1.0,NA,NA,0.646,0.565	1.0,0.267,1.0,1.0,0.915,NA,NA,NA,0.28,0.404,0.297,NA,0.201,1.0,NA,0.81,0.0,NA,1.0,NA	-0.093
1665	"ENSG00000070214.15_1"	"SLC44A1"	chr9	+	108110638	108110732	108118492	108118662	108097843	108097980	108120624	108120714	1665	40,11,0,71,58,0,5,74,0,16,0,0,41,0,4,38,0,0,1,53,0,9,3,0	0,0,28,31,23,153,0,0,0,1,62,0,4,1,59,0,0,1,28,0,1,0,4,106	20,15,14,54,0,0,0,0,37,47,1,0,0,0,0,0,0,145,0,0	45,0,110,14,0,0,0,0,0,32,303,0,45,0,0,0,9,0,0,0	244	320	1	1.0	1.0,1.0,0.0,0.75,0.768,0.0,1.0,1.0,NA,0.955,0.0,NA,0.931,0.0,0.082,1.0,NA,0.0,0.045,1.0,0.0,1.0,0.496,0.0	0.368,1.0,0.143,0.835,NA,NA,NA,NA,1.0,0.658,0.004,NA,0.0,NA,NA,NA,0.0,1.0,NA,NA	0.024
1667	"ENSG00000128596.16_1"	"CCDC136"	chr7	+	128446290	128446449	128446741	128446912	128445814	128445955	128447413	128447599	1667	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0	5,0,0,23,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,86,0,57	0,0,0,0,0,80,11,0,0,13,0,0,0,20,0,17,0,0,0,0	0,0,1,0,2,0,0,0,0,0,22,0,0,0,0,0,16,0,0,0	309	321	1	1.0	0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,0.0,NA,NA,1.0,NA,NA,NA,0.0,NA,0.0	NA,NA,0.0,NA,0.0,1.0,1.0,NA,NA,1.0,0.0,NA,NA,1.0,NA,1.0,0.0,NA,NA,NA	-0.431
1670	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101297352	101297431	101297757	101297871	101295370	101296086	101302072	101302216	1670	0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	981,1625,959,2109,1433,2661,840,1781,579,1020,2423,1867,527,4680,2445,516,2383,6503,1286,948,852,919,893,2288	0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0	2985,2328,1132,1324,1605,816,388,767,716,1965,1580,3,1310,2318,3,1480,903,203,155,35	229	264	0.67335466683	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.002
1671	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101297757	101297871	101298848	101298978	101295370	101296086	101302503	101302637	1671	2089,3238,1744,3626,2228,4883,2172,3587,1212,2026,4290,3107,1259,7886,4195,1029,4415,10411,2278,2060,1479,1947,1599,4672	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0	5273,4814,2520,2036,2820,1556,781,1299,1191,3920,3776,3471,2181,4219,11,2620,1922,304,290,44	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0	264	280	0.183908024238	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.808,1.0	0.009
1672	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101297757	101297871	101302072	101302216	101297352	101297431	101302503	101302637	1672	934,1556,657,1268,726,1990,1227,1687,508,756,1547,923,633,2743,1370,333,1743,3543,775,1007,627,823,583,1968	0,64,25,47,84,1,0,5,0,6,12,0,0,149,62,149,0,573,16,0,0,0,4,184	1882,2111,1130,619,1057,673,342,419,391,1706,1610,3467,614,1382,1,840,1057,101,93,9	10,2,0,109,11,0,0,0,5,0,0,0,0,0,0,0,35,137,12,0	264	294	0.00450850918672	1.0	1.0,0.964,0.967,0.968,0.906,1.0,1.0,0.997,1.0,0.993,0.993,1.0,1.0,0.953,0.961,0.713,1.0,0.873,0.982,1.0,1.0,1.0,0.994,0.923	0.995,0.999,1.0,0.863,0.991,1.0,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971,0.451,0.896,1.0	0.008
1673	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101298848	101298978	101302072	101302216	101297757	101297871	101302503	101302637	1673	41,0,0,5,26,127,0,1,0,0,0,0,29,68,49,102,0,0,24,0,0,0,23,12	0,64,25,47,84,14,0,5,0,6,12,0,0,169,68,149,0,573,20,0,0,0,4,263	102,121,17,0,6,46,12,0,0,0,96,0,42,1,0,0,0,0,73,0	18,2,0,109,12,0,0,0,5,0,0,0,0,0,0,0,35,137,12,0	280	294	1	1.0	1.0,0.0,0.0,0.1,0.245,0.905,NA,0.174,NA,0.0,0.0,NA,1.0,0.297,0.431,0.418,NA,0.0,0.558,NA,NA,NA,0.858,0.046	0.856,0.985,1.0,0.0,0.344,1.0,1.0,NA,0.0,NA,1.0,NA,1.0,1.0,NA,NA,0.0,0.0,0.865,NA	-0.292
1674	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101298848	101298978	101302075	101302216	101297757	101297871	101302503	101302637	1674	41,0,0,5,26,127,0,1,0,0,0,0,29,68,49,102,0,0,24,0,0,0,23,12	72,64,47,80,110,255,0,5,0,22,19,0,32,168,62,149,0,573,16,0,0,0,6,217	102,121,17,0,6,46,12,0,0,0,96,0,42,1,0,0,0,0,73,0	84,2,0,109,11,0,0,0,9,0,0,0,0,0,0,0,98,137,12,0	280	291	1	1.0	0.372,0.0,0.0,0.061,0.197,0.341,NA,0.172,NA,0.0,0.0,NA,0.485,0.296,0.451,0.416,NA,0.0,0.609,NA,NA,NA,0.799,0.054	0.558,0.984,1.0,0.0,0.362,1.0,1.0,NA,0.0,NA,1.0,NA,1.0,1.0,NA,NA,0.0,0.0,0.863,NA	-0.376
1675	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101298848	101298978	101302378	101302412	101297757	101297871	101302503	101302637	1675	41,0,0,5,26,127,0,1,0,0,0,0,29,68,49,102,0,0,24,0,0,0,23,12	0,0,74,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	102,121,17,0,6,46,12,0,0,0,96,0,42,1,0,0,0,0,73,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	280	184	1	1.0	1.0,NA,0.0,1.0,0.587,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,1.0	1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,1.0,NA	-0.109
1676	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101302072	101302216	101302378	101302412	101297757	101297871	101302503	101302637	1676	0,64,25,47,84,14,0,5,0,6,12,0,0,169,68,149,0,573,20,0,0,0,4,263	0,0,74,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	18,2,0,109,12,0,0,0,5,0,0,0,0,0,0,0,35,137,12,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	294	184	1	1.0	NA,1.0,0.175,1.0,0.814,1.0,NA,1.0,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,NA,1.0,1.0	1.0,1.0,NA,1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA	-0.067
1677	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101302075	101302216	101302378	101302412	101297757	101297871	101302503	101302637	1677	72,64,47,80,110,255,0,5,0,22,19,0,32,168,62,149,0,573,16,0,0,0,6,217	0,0,74,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	84,2,0,109,11,0,0,0,9,0,0,0,0,0,0,0,98,137,12,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	291	184	1	1.0	1.0,1.0,0.287,1.0,0.853,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,NA,1.0,1.0	1.0,1.0,NA,1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,NA	-0.051
1678	"ENSG00000135241.16_2"	"PNPLA8"	chr7	-	108158633	108158745	108161919	108161965	108154879	108156018	108166472	108166638	1678	0,0,0,0,0,0,0,80,17,0,0,0,0,0,95,0,0,0,39,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,10,0,0,0,0,0,0,3,27,3,0,0,0,0,0,0,0,0,0	0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	196	262	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA	NA,1.0,NA,0.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.2
1679	"ENSG00000170100.13_2"	"ZNF778"	chr16	+	89289564	89289691	89291126	89291210	89288499	89288591	89291962	89292039	1679	0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,7,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0	0,0,0,0,0,0,0,0,0,20,0,0,0,55,0,33,0,0,0,0	43,0,0,60,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0	277	234	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397,NA	0.0,NA,NA,0.0,NA,NA,NA,NA,0.0,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	0.199
1680	"ENSG00000075413.17_2"	"MARK3"	chr14	+	103871412	103871604	103894723	103894777	103851728	103852417	103915255	103915304	1680	117,4,2,55,32,0,0,51,25,10,8,44,67,150,36,1,0,2,33,0,0,495,68,1	61,0,47,0,4,0,0,0,0,36,0,0,36,77,1,0,0,0,0,2,0,0,1,37	208,54,0,64,68,0,0,4,27,77,91,0,122,17,1,11,55,0,0,0	49,14,0,43,13,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0	342	204	1	1.0	0.534,1.0,0.025,1.0,0.827,NA,NA,1.0,1.0,0.142,1.0,1.0,0.526,0.537,0.956,1.0,NA,1.0,1.0,0.0,NA,1.0,0.976,0.016	0.717,0.697,NA,0.47,0.757,0.0,NA,1.0,1.0,1.0,0.948,NA,1.0,1.0,1.0,1.0,1.0,NA,0.0,NA	-0.046
1681	"ENSG00000075413.17_2"	"MARK3"	chr14	+	103894723	103894777	103915255	103915304	103871412	103871604	103918254	103918320	1681	0,0,0,2,0,0,0,0,1,24,0,0,0,54,13,0,0,0,4,0,0,15,4,1	64,0,0,7,0,0,0,0,0,29,0,0,69,0,1,0,2,0,0,3,0,0,8,20	0,40,0,7,2,0,0,0,2,1,4,0,62,0,0,0,0,0,0,0	3,35,0,105,3,155,68,0,0,23,0,0,0,0,0,1,0,0,0,0	204	199	1	1.0	0.0,NA,NA,0.218,NA,NA,NA,NA,1.0,0.447,NA,NA,0.0,1.0,0.927,NA,0.0,NA,1.0,0.0,NA,1.0,0.328,0.047	0.0,0.527,NA,0.061,0.394,0.0,0.0,NA,1.0,0.041,1.0,NA,1.0,NA,NA,0.0,NA,NA,NA,NA	0.093
1682	"ENSG00000075413.17_2"	"MARK3"	chr14	+	103931893	103932130	103932308	103932428	103928741	103928798	103932679	103932779	1682	0,0,2,26,37,0,0,65,1,31,4,0,0,39,2,0,0,3,0,2,247,0,4,47	110,8,6,8,23,0,0,51,11,34,6,1,40,34,4,1,0,100,3,1,62,105,12,79	55,69,3,37,2,4,0,4,33,18,75,0,14,0,38,0,0,0,0,135	81,22,0,47,6,8,0,0,0,5,68,0,0,2,0,0,43,0,31,0	387	270	1	1.0	0.0,0.0,0.189,0.694,0.529,NA,NA,0.471,0.06,0.389,0.317,0.0,0.0,0.445,0.259,0.0,NA,0.021,0.0,0.583,0.735,0.0,0.189,0.293	0.321,0.686,1.0,0.355,0.189,0.259,NA,1.0,1.0,0.715,0.435,NA,1.0,0.0,1.0,NA,0.0,NA,0.0,1.0	-0.314
1683	"ENSG00000162961.13_2"	"DPY30"	chr2	-	32248745	32248877	32254662	32254805	32248490	32248543	32264347	32264395	1683	1,0,0,0,39,0,12,131,0,0,0,0,1,72,29,0,7,0,13,0,12,1,1,65	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0	115,0,0,0,11,1,0,21,0,84,51,0,15,2,0,15,8,1,33,0	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	293	282	1	1.0	1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA,NA,1.0,1.0,1.0,NA,1.0,NA,1.0,NA,1.0,1.0,0.138,1.0	1.0,NA,NA,0.0,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	0.011
1684	"ENSG00000007202.14_2"	"KIAA0100"	chr17	-	26970181	26970329	26970627	26970677	26969886	26970005	26971075	26971205	1684	0,0,0,17,18,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,127,9,0	16,19,0,81,0,8,0,196,0,12,13,0,12,0,2,2,0,0,0,32,0,0,8,0	6,66,16,0,0,0,0,0,39,24,21,0,27,24,0,13,0,0,0,0	38,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,14,0,0,0	200	298	1	1.0	0.0,0.0,NA,0.238,1.0,0.157,NA,0.0,NA,0.764,0.0,NA,0.0,NA,0.0,0.0,NA,NA,NA,0.0,NA,1.0,0.626,NA	0.19,1.0,1.0,NA,NA,NA,NA,NA,0.983,0.57,1.0,NA,1.0,1.0,NA,1.0,0.0,NA,NA,NA	-0.504
1686	"ENSG00000111358.13_2"	"GTF2H3"	chr12	+	124143976	124144022	124144062	124144131	124140317	124140371	124144341	124144477	1686	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,18,0,0,0,25,0,0,0,0,0,159,136,30,0,0,76,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0	196	219	1	1.0	NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.256
1687	"ENSG00000134419.15_2"	"RPS15A"	chr16	-	18796059	18796145	18799384	18799464	18792616	18794424	18800302	18800440	1687	147,51,94,13,61,179,0,74,104,1,19,4,88,42,0,0,70,1,0,0,26,0,45,0	31,15,4,0,42,0,0,270,62,1,0,16,21,34,71,0,0,0,26,26,0,3,11,0	5,0,30,106,16,9,3,0,33,52,78,0,47,10,0,2,27,0,76,0	15,0,67,40,1,1,0,1,51,25,38,3000,74,17,0,16,17,0,26,0	230	236	1	1.0	0.83,0.777,0.96,1.0,0.598,1.0,NA,0.219,0.633,0.506,1.0,0.204,0.811,0.559,0.0,NA,1.0,1.0,0.0,0.0,1.0,0.0,0.808,NA	0.255,NA,0.315,0.731,0.943,0.902,1.0,0.0,0.399,0.681,0.678,0.0,0.395,0.376,NA,0.114,0.62,NA,0.75,NA	0.105
1689	"ENSG00000134419.15_2"	"RPS15A"	chr16	-	18796059	18796145	18799384	18799481	18794289	18794424	18800302	18800440	1689	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	31,15,4,0,42,0,0,270,62,1,0,16,21,34,71,0,0,0,26,26,0,3,11,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0	15,0,67,40,1,1,0,1,51,25,38,3000,74,17,0,16,17,0,26,0	247	236	1	1.0	0.0,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,0.0,0.0,NA	0.0,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.382,NA,0.0,NA	-0.025
1690	"ENSG00000104731.13_2"	"KLHDC4"	chr16	-	87764157	87764250	87782278	87782415	87760370	87760530	87788799	87788898	1690	0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0	0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	287	243	1	1.0	NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	NA,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.265
1692	"ENSG00000009335.17_2"	"UBE3C"	chr7	+	156956503	156956557	156961741	156961816	156931606	156932032	156962997	156963144	1692	1,232,0,0,0,4,0,0,14,1,0,0,0,108,29,0,18,0,18,0,0,0,3,0	60,0,0,7,4,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,45,0,0,17	71,0,0,0,0,0,0,0,0,55,0,0,0,79,0,67,0,0,7,0	36,0,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	204	225	1	1.0	0.018,1.0,NA,0.0,0.0,1.0,NA,NA,1.0,1.0,NA,NA,0.0,1.0,1.0,NA,1.0,NA,1.0,NA,0.0,NA,1.0,0.0	0.685,NA,NA,0.0,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,1.0,NA	-0.068
1693	"ENSG00000048052.21_2"	"HDAC9"	chr7	+	18542203	18542262	18582791	18583297	18535884	18535947	18624903	18625145	1693	0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,35,0,4,107,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	50,0,1,0,0,0,0,0,0,27,0,0,3,0,0,0,28,0,0,0	209	656	1	1.0	NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	0.0,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA	0.167
