ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3241	"ENSG00000167595.14_1"	"PROSER3"	chr19	+	36255934	36256077	36255967	36256077	36255754	36255837	3241	0,0,0,6,0,2,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	15,0,0,0,5,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0	183	150	1	1.0	NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,0.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	-0.05
3243	"ENSG00000117480.15_1"	"FAAH"	chr1	+	46878746	46878892	46878794	46878892	46877814	46877923	3243	0,0,0,7,0,0,0,28,39,3,0,0,0,0,0,0,0,0,0,58,0,0,14,1	0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,63,61,4,7,31,15,1,0,17,0,0,0,18,0,13,10,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	198	150	1	1.0	NA,0.0,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,1.0	NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA	-0.125
3244	"ENSG00000196678.13_2"	"ERI2"	chr16	-	20807665	20810389	20807665	20809533	20810584	20810673	3244	0,0,40,67,61,3,0,34,15,0,0,0,0,56,30,75,0,0,7,46,170,60,6,10	6,0,0,2,0,0,0,0,0,5,0,0,2,58,24,0,0,0,19,0,0,0,0,0	0,48,94,0,7,0,1,0,5,0,186,0,0,86,0,35,23,0,0,0	0,9,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0	1006	150	1	1.0	0.0,NA,1.0,0.833,1.0,1.0,NA,1.0,1.0,0.0,NA,NA,0.0,0.126,0.157,1.0,NA,NA,0.052,1.0,1.0,1.0,1.0,1.0	NA,0.443,1.0,NA,1.0,NA,1.0,NA,1.0,NA,1.0,NA,0.0,1.0,NA,1.0,1.0,NA,NA,NA	-0.168
3246	"ENSG00000196678.13_2"	"ERI2"	chr16	-	20814754	20814838	20814754	20814833	20814924	20814992	3246	0,0,0,4,62,0,0,72,0,4,0,0,0,42,0,0,0,0,0,0,120,0,0,0	128,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0	0,0,0,0,0,120,72,0,0,0,0,0,1,0,0,0,0,0,0,0	155	150	1	1.0	0.0,NA,NA,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	1.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,1.0,NA,NA,NA	0.35
3250	"ENSG00000068078.17_2"	"FGFR3"	chr4	+	1806547	1806696	1806550	1806696	1806056	1806247	3250	0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0	0,0,0,3,0,18,0,19,0,0,3,0,0,0,5,0,3,0,3,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,17,0,0,14,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0	153	150	1	1.0	NA,NA,NA,0.0,NA,0.0,NA,0.495,NA,NA,0.0,NA,NA,1.0,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA	NA,0.0,NA,NA,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.187
3251	"ENSG00000109686.17_2"	"SH3D19"	chr4	-	152095821	152096847	152095821	152096826	152097685	152097839	3251	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,169,22,4,0,0,0,71,0,0,0,0,0,115,0,0,0,0,0,0,0,70,25,0	0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0	0,122,0,0,0,0,0,0,46,107,12,0,3,106,0,78,0,0,37,0	171	150	1	1.0	NA,0.0,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA	NA,0.0,NA,NA,NA,NA,NA,1.0,0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,NA,NA,0.0,NA	-0.111
3253	"ENSG00000124228.14_2"	"DDX27"	chr20	+	47841311	47841528	47841481	47841528	47839804	47839970	3253	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,24,21,30,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,3,0,3	0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,36,0,0,0,0	36,72,4,17,18,187,79,33,58,20,17,0,30,24,0,20,97,5,45,0	320	150	1	1.0	NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,0.0,0.479,NA,0.458,0.0,0.0,0.0,NA	-0.055
3255	"ENSG00000007168.12_2"	"PAFAH1B1"	chr17	+	2573456	2573625	2573568	2573625	2570285	2570492	3255	480,477,239,257,246,115,106,851,329,91,293,114,292,688,391,68,188,15,150,207,202,476,93,260	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	486,211,257,497,27,1,0,193,361,299,480,0,260,379,17,164,255,2,47,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	262	150	1	1.0	1.0,1.0,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,0.994,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	0.0
3257	"ENSG00000142002.16_1"	"DPP9"	chr19	-	4700227	4700289	4700227	4700285	4702038	4702167	3257	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33	0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	91,5,66,0,2,0,0,0,0,1,23,0,0,10,0,6,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	154	150	1	1.0	NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0	1.0,1.0,1.0,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	-0.667
3259	"ENSG00000120896.13_2"	"SORBS3"	chr8	+	22412375	22412493	22412420	22412493	22411964	22412121	3259	0,0,69,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,360,210,0,0,0,0,0,0,0,0,0,0,0,0,0	195	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,1.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA	0.4
3266	"ENSG00000100211.10_1"	"CBY1"	chr22	+	39066771	39066994	39066888	39066994	39064021	39064137	3266	0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0	0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,5,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0	267	150	1	1.0	NA,0.0,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
3267	"ENSG00000198160.14_1"	"MIER1"	chr1	+	67394569	67394646	67394572	67394646	67391824	67391925	3267	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0	0,0,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0	0,67,0,0,0,0,0,0,33,0,0,0,0,0,0,0,40,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	153	150	1	1.0	NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA	NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.6
3270	"ENSG00000205133.11_2"	"TRIQK"	chr8	-	93897547	93898963	93897547	93898895	93904216	93904302	3270	0,0,47,37,31,0,0,310,40,0,0,0,0,3,0,0,0,0,3,140,0,0,27,0	0,0,0,0,0,26,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	21,26,0,114,33,0,0,0,56,24,0,0,32,7,0,8,0,0,14,0	0,0,0,0,0,0,0,0,0,33,7,0,10,0,0,0,0,0,0,0	218	150	1	1.0	NA,NA,1.0,1.0,1.0,0.0,NA,1.0,0.696,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA	1.0,1.0,NA,1.0,1.0,NA,NA,NA,1.0,0.334,0.0,NA,0.688,1.0,NA,1.0,NA,NA,1.0,NA	-0.03
3273	"ENSG00000205133.11_2"	"TRIQK"	chr8	-	93929156	93929238	93929156	93929235	93966633	93966792	3273	0,0,0,5,3,73,0,1,29,0,0,0,0,0,54,0,105,0,38,0,1,0,0,0	0,0,0,6,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4	0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,0,0,0,0	28,0,0,0,0,125,64,2,0,7,0,0,0,0,0,0,0,0,0,0	153	150	1	1.0	NA,NA,NA,0.45,1.0,1.0,NA,1.0,0.686,NA,NA,NA,NA,0.0,1.0,NA,1.0,NA,1.0,NA,1.0,0.0,0.0,0.0	0.0,NA,NA,NA,NA,0.0,0.0,0.0,NA,0.791,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA	0.327
3274	"ENSG00000064651.13_2"	"SLC12A2"	chr5	+	127520414	127520548	127520480	127520548	127520057	127520193	3274	0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0	394,117,1,51,5,7,0,131,27,0,24,0,200,0,98,0,0,33,39,170,35,24,0,17	38,0,0,5,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0	20,0,45,36,0,0,0,2,0,71,35,0,0,36,2,24,16,0,0,0	216	150	1	1.0	0.0,0.0,0.0,0.052,0.0,0.0,NA,0.0,0.0,1.0,0.0,NA,0.0,NA,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,0.0	0.569,NA,0.0,0.088,NA,NA,NA,0.0,NA,0.25,0.0,NA,NA,0.0,0.0,0.0,0.0,NA,NA,NA	-0.032
3277	"ENSG00000179262.9_1"	"RAD23A"	chr19	+	13060088	13060222	13060091	13060222	13059894	13059973	3277	0,48,0,12,19,0,0,3,0,0,0,64,0,88,31,0,0,12,15,0,0,2,1,2	0,200,0,4,0,3,0,14,0,9,0,0,0,245,26,0,0,42,13,0,44,0,9,0	31,2,34,68,2,0,0,0,0,51,18,0,0,0,0,0,0,0,14,0	7,44,9,14,2,0,0,0,0,28,56,0,0,0,0,0,0,0,0,0	153	150	1	1.0	NA,0.19,NA,0.746,1.0,0.0,NA,0.174,NA,0.0,NA,1.0,NA,0.26,0.539,NA,NA,0.219,0.531,NA,0.0,1.0,0.098,1.0	0.813,0.043,0.787,0.826,0.495,NA,NA,NA,NA,0.641,0.24,NA,NA,NA,NA,NA,NA,NA,1.0,NA	-0.155
3281	"ENSG00000132004.12_1"	"FBXW9"	chr19	-	12800775	12801014	12800775	12800924	12801979	12802071	3281	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0	29,0,0,0,0,108,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,6,47	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0	240	150	1	1.0	0.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,1.0,NA,NA,NA,NA,0.0,0.0	0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	0.143
3283	"ENSG00000139220.16_2"	"PPFIA2"	chr12	-	81675035	81675229	81675035	81675211	81676788	81676818	3283	96,0,0,35,4,0,0,0,2,45,101,11,86,105,192,89,134,0,107,0,0,55,1,31	88,0,0,0,0,7,0,0,0,6,0,0,58,0,0,0,0,0,0,0,0,0,0,0	18,6,0,31,5,0,0,0,61,13,45,0,84,3,0,10,6,123,0,0	0,0,88,1,3,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0	168	150	1	1.0	0.493,NA,NA,1.0,1.0,0.0,NA,NA,1.0,0.87,1.0,1.0,0.57,1.0,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,1.0,1.0	1.0,1.0,0.0,0.965,0.598,NA,NA,NA,1.0,0.16,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,NA,NA	0.054
3286	"ENSG00000116514.16_1"	"RNF19B"	chr1	-	33413822	33413967	33413822	33413964	33415169	33415375	3286	0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0	11,46,0,41,32,0,0,0,40,0,0,62,13,0,120,0,0,0,53,0,0,16,0,0	0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0	34,0,0,0,11,0,0,0,18,14,0,0,81,0,0,0,0,0,0,0	153	150	1	1.0	0.0,0.0,NA,0.0,0.0,NA,NA,NA,0.53,NA,NA,0.0,0.0,NA,0.0,NA,NA,NA,0.018,1.0,NA,0.0,NA,NA	0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,0.0,NA,NA,0.035,NA,NA,NA,NA,NA,NA,NA	0.134
3290	"ENSG00000187860.10_1"	"CCDC157"	chr22	+	30761932	30762237	30761978	30762237	30757949	30758103	3290	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0	0,28,0,0,9,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0	196	150	1	1.0	NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA	-0.333
3300	"ENSG00000163626.16_1"	"COX18"	chr4	-	73930494	73930619	73930494	73930616	73930966	73931130	3300	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,83,0,9,0	0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	153	150	1	1.0	NA,NA,1.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.8
3301	"ENSG00000163479.13_1"	"SSR2"	chr1	-	155981600	155982356	155981600	155981678	155984751	155984860	3301	180,0,0,0,0,0,0,3,0,0,0,0,46,45,0,0,0,0,0,0,0,0,8,0	0,43,0,10,12,0,0,256,12,6,56,0,0,9,114,11,10,0,51,0,20,0,0,15	0,0,150,0,5,0,0,0,0,18,30,0,0,3,0,0,0,0,0,1	18,1,0,4,0,0,0,0,6,86,83,0,100,0,0,0,1,0,11,0	828	150	1	1.0	1.0,0.0,NA,0.0,0.0,NA,NA,0.002,0.0,0.0,0.0,NA,1.0,0.475,0.0,0.0,0.0,NA,0.0,NA,0.0,NA,1.0,0.0	0.0,0.0,1.0,0.0,1.0,NA,NA,NA,0.0,0.037,0.061,NA,0.0,1.0,NA,NA,0.0,NA,0.0,1.0	-0.111
3303	"ENSG00000154162.14_2"	"CDH12"	chr5	-	22212606	22212752	22212606	22212748	22213664	22213859	3303	0,0,0,3,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0	154	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,1.0,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,1.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.417
3307	"ENSG00000133313.14_2"	"CNDP2"	chr18	+	72167116	72167268	72167171	72167268	72163541	72163666	3307	0,0,4,0,0,0,0,0,0,1,0,0,0,21,1,3,0,0,1,0,1,0,0,0	0,0,0,0,0,34,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	30,0,0,19,0,0,0,0,2,0,0,0,0,4,0,1,0,2,0,0	0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,12,0,0,0	205	150	1	1.0	NA,NA,1.0,NA,NA,0.0,NA,0.0,NA,1.0,NA,NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA,1.0,NA,NA,NA	1.0,NA,NA,1.0,NA,NA,NA,NA,1.0,0.0,0.0,NA,NA,1.0,NA,1.0,0.0,1.0,NA,NA	0.111
3309	"ENSG00000133313.14_2"	"CNDP2"	chr18	+	72168446	72168707	72168563	72168707	72167171	72167268	3309	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,11,0,68,0,7,0,0,93,0,0,18,1,0,0,0,0,0,0,0,0,0	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,8,3,23,2,0,4,0,1,12,0,24,0	267	150	1	1.0	NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,1.0,NA,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,0.0,NA	-0.111
3311	"ENSG00000141314.12_2"	"RHBDL3"	chr17	+	30621312	30621461	30621363	30621461	30615810	30616035	3311	0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,17,0,19,0,0,0,1,59,0,0,25,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0	201	150	1	1.0	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,1.0,NA,1.0,NA,NA,NA,1.0,1.0,NA,NA,0.247,NA,NA,NA,NA,NA,NA,NA	0.126
3316	"ENSG00000066629.16_2"	"EML1"	chr14	+	100331850	100331983	100331854	100331983	100317189	100317372	3316	0,0,29,23,21,0,232,2,10,7,49,20,0,23,20,0,71,0,4,6,27,0,4,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	74,47,1,31,0,186,80,0,0,35,56,0,0,0,0,0,30,0,23,0	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	154	150	1	1.0	NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,NA,1.0,NA	1.0,1.0,1.0,0.938,NA,1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,1.0,NA	0.006
3317	"ENSG00000066629.16_2"	"EML1"	chr14	+	100375645	100375816	100375681	100375816	100373974	100374070	3317	0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,101,0,0,0,0,0,126,0,0,0,0,0,117,0,0,7,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,93,0,0,0,0,0,0,0,0,0,0,0,1,0,3,29,0,0,0	186	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA	NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,0.0,NA,1.0,NA	0.0
3319	"ENSG00000102081.13_2"	"FMR1"	chrX	+	147026388	147026571	147026424	147026571	147024650	147024846	3319	0,0,0,4,0,0,0,0,17,6,0,0,0,0,0,0,4,0,0,0,0,1,2,33	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	9,1,8,56,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	186	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,1.0,1.0	1.0,0.287,1.0,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.119
3320	"ENSG00000102081.13_2"	"FMR1"	chrX	+	147026388	147026571	147026463	147026571	147024650	147024846	3320	6,0,0,5,0,0,0,0,17,6,0,0,10,0,0,0,4,0,0,0,0,1,4,33	0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	9,2,8,56,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0	0,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	225	150	1	1.0	1.0,NA,NA,0.526,NA,NA,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,0.471,1.0	1.0,0.021,0.516,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.132
3321	"ENSG00000102081.13_2"	"FMR1"	chrX	+	147026424	147026571	147026463	147026571	147024650	147024846	3321	6,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0	0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0	0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,62,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	189	150	1	1.0	1.0,NA,NA,0.209,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346,NA	NA,0.037,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.293
3322	"ENSG00000114670.13_1"	"NEK11"	chr3	+	130852089	130852199	130852120	130852199	130851588	130851653	3322	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	181	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA	-1.0
3327	"ENSG00000119862.12_2"	"LGALSL"	chr2	+	64683401	64683599	64683421	64683599	64682722	64682811	3327	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0	0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,3,0,3,15,0,0,0,3,0,26,0,0,0,0,0,0,0,0,0	170	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,0.0,1.0,0.0,0.0,NA,NA,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.167
3331	"ENSG00000058272.16_2"	"PPP1R12A"	chr12	-	80172329	80173131	80172329	80172380	80175594	80175642	3331	72,192,11,14,4,0,0,159,45,0,224,7,24,28,197,0,24,0,49,0,78,59,1,22	89,0,2,13,13,47,0,32,17,12,2,0,60,68,1,58,4,0,1,79,0,98,7,41	62,58,0,38,8,0,0,66,14,11,0,0,5,0,7,0,14,0,0,0	19,4,11,20,9,13,6,29,31,20,30,1,9,1,0,0,7,0,26,0	901	150	1	1.0	0.119,1.0,0.478,0.152,0.049,0.0,NA,0.453,0.306,0.0,0.949,1.0,0.062,0.064,0.97,0.0,0.5,NA,0.891,0.0,1.0,0.091,0.023,0.082	0.352,0.707,0.0,0.24,0.129,0.0,0.0,0.275,0.07,0.084,0.0,0.0,0.085,0.0,1.0,NA,0.25,NA,0.0,NA	0.184
