ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2932	"ENSG00000039650.10_2"	"PNKP"	chr19	-	50364705	50365138	50364705	50364767	50364864	50365138	2932	0,0,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0	0,0,0,71,0,26,0,121,0,0,26,0,0,10,22,0,112,181,10,0,0,0,0,35	0,57,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,2,0	0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0	247	150	1	1.0	NA,NA,1.0,0.0,NA,0.0,NA,0.204,NA,NA,0.0,NA,NA,0.0,0.0,NA,0.0,0.179,0.0,NA,NA,NA,NA,0.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.356,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA	-0.713
2933	"ENSG00000039650.10_2"	"PNKP"	chr19	-	50364864	50365138	50364864	50364952	50365028	50365138	2933	3,0,0,0,0,0,4,50,0,0,0,0,0,9,6,0,0,17,0,0,0,0,3,0	0,0,0,38,7,26,0,19,0,0,0,0,0,10,38,0,112,110,26,0,0,0,3,35	0,50,0,0,1,0,0,0,0,10,0,0,0,32,0,8,0,0,1,0	4,0,0,0,0,0,0,0,0,11,21,0,0,0,0,0,0,0,2,0	226	150	1	1.0	1.0,NA,NA,0.0,0.0,0.0,1.0,0.636,NA,NA,NA,NA,NA,0.374,0.095,NA,0.0,0.093,0.0,NA,NA,NA,0.399,0.0	0.0,1.0,NA,NA,1.0,NA,NA,NA,NA,0.376,0.0,NA,NA,1.0,NA,1.0,NA,NA,0.249,NA	-0.301
2934	"ENSG00000039650.10_2"	"PNKP"	chr19	-	50367435	50367660	50367435	50367493	50367580	50367660	2934	0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,17,0,20,0,0,24,0,0,0,0,9,34,0,0,0,34,0,0,0,1,0	0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0	32,0,0,33,0,0,0,0,49,0,0,0,0,0,0,0,0,63,0,0	237	150	1	1.0	NA,NA,1.0,0.0,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,1.0	0.0,NA,NA,0.0,1.0,NA,NA,NA,0.104,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA	0.001
2935	"ENSG00000260669.2_2"	"AL136419.6"	chr14	-	24684757	24685003	24684757	24684868	24684942	24685003	2935	0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,16,0,0,0,0,26	0,0,0,0,0,0,0,2,0,0,14,0,0,29,0,0,0,0,0,0,0,0,0,1	0,2,14,0,0,0,0,0,0,0,0,0,0,52,0,12,0,0,0,0	0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0	224	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,1.0,NA,NA,NA,1.0,NA,NA,NA,NA,0.946	NA,1.0,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,0.0,NA	-0.103
2936	"ENSG00000108528.13_1"	"SLC25A11"	chr17	-	4841448	4841724	4841448	4841548	4841633	4841724	2936	0,0,0,1,16,0,0,16,0,0,17,0,0,2,27,0,0,0,11,0,0,0,1,0	0,214,116,39,0,0,269,151,6,5,0,0,1,66,26,0,0,10,16,0,2,0,9,0	0,0,0,0,20,0,0,0,0,10,24,0,0,0,0,0,0,0,4,0	128,81,36,24,14,0,0,0,0,115,11,0,54,123,0,85,89,0,23,0	235	150	1	1.0	NA,0.0,0.0,0.016,1.0,NA,0.0,0.063,0.0,0.0,1.0,NA,0.0,0.019,0.399,NA,NA,0.0,0.305,NA,0.0,NA,0.066,NA	0.0,0.0,0.0,0.0,0.477,NA,NA,NA,NA,0.053,0.582,NA,0.0,0.0,NA,0.0,0.0,NA,0.1,NA	0.078
2938	"ENSG00000144061.12_2"	"NPHP1"	chr2	-	110901118	110902146	110901118	110901218	110902069	110902146	2938	0,0,0,2,0,0,0,0,0,3,0,0,0,36,69,0,0,0,18,0,48,0,0,0	0,0,6,32,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,350,0,0,91,0,36,155,0,0,0	0,0,0,0,0,0,0,0,42,0,0,0,0,5,0,1,0,0,0,0	1001	150	1	1.0	NA,NA,0.0,0.009,NA,NA,NA,NA,NA,0.043,NA,NA,NA,1.0,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,1.0,NA,NA,0.732,NA,0.844,1.0,NA,NA,NA	-0.184
2942	"ENSG00000144061.12_2"	"NPHP1"	chr2	-	110920624	110922307	110920624	110920712	110922264	110922307	2942	223,0,0,8,0,85,0,2,10,15,104,113,75,39,27,16,10,0,6,0,0,10,8,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	62,73,0,0,7,39,16,0,20,15,0,0,0,21,0,13,13,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	1702	150	1	1.0	1.0,NA,NA,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,1.0,1.0	1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,0.569,NA,NA,NA,1.0,NA,1.0,1.0,NA,NA,NA	0.043
2943	"ENSG00000089693.10_1"	"MLF2"	chr12	-	6859342	6859932	6859342	6859471	6859878	6859932	2943	0,37,68,0,24,32,0,41,2,14,8,0,0,29,0,5,0,161,0,74,78,0,16,9	104,320,50,105,60,6,0,72,134,31,18,57,59,405,148,59,0,0,76,25,25,12,40,129	19,15,0,27,9,0,0,0,2,23,212,0,0,25,0,10,6,0,1,0	120,7,108,181,18,0,0,3,142,192,112,0,162,456,0,315,0,0,11,0	557	150	1	1.0	0.0,0.03,0.268,0.0,0.097,0.59,NA,0.133,0.004,0.108,0.107,0.0,0.0,0.019,0.0,0.022,NA,1.0,0.0,0.444,0.457,0.0,0.097,0.018	0.041,0.366,0.0,0.039,0.119,NA,NA,0.0,0.004,0.031,0.338,NA,0.0,0.015,NA,0.008,1.0,NA,0.024,NA	0.012
2944	"ENSG00000213619.9_2"	"NDUFS3"	chr11	+	47602076	47602536	47602076	47602174	47602386	47602536	2944	0,0,0,65,75,0,0,0,0,0,0,0,0,28,0,0,0,200,0,0,0,28,0,0	5,30,30,40,41,0,156,89,22,1,0,0,6,205,0,0,149,0,1,93,0,1,6,0	0,0,16,23,5,0,0,0,0,18,28,0,22,2,0,1,0,0,0,0	39,26,0,117,0,0,0,0,0,38,59,0,144,1,0,2,23,0,0,0	362	150	1	1.0	0.0,0.0,0.0,0.402,0.431,NA,0.0,0.0,0.0,0.0,NA,NA,0.0,0.054,NA,NA,0.0,1.0,0.0,0.0,NA,0.921,0.0,NA	0.0,0.0,1.0,0.075,1.0,NA,NA,NA,NA,0.164,0.164,NA,0.06,0.453,NA,0.172,0.0,NA,NA,NA	-0.116
2945	"ENSG00000171302.16_2"	"CANT1"	chr17	-	76993073	76994045	76993073	76993726	76993921	76994045	2945	0,238,0,0,0,0,2,0,0,0,46,0,0,16,0,1,0,0,0,0,8,0,0,0	0,0,0,1,0,0,0,13,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0	5,0,0,6,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	345	150	1	1.0	NA,1.0,NA,0.0,NA,NA,1.0,0.0,NA,NA,1.0,NA,NA,1.0,0.0,1.0,NA,NA,0.0,NA,1.0,NA,NA,NA	1.0,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.4
2946	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139904644	139905189	139904644	139904823	139905071	139905189	2946	99,0,53,4,0,0,0,61,0,0,0,0,26,16,0,0,0,14,0,0,0,0,4,0	0,17,25,21,19,0,0,0,31,4,11,0,0,0,12,0,0,183,3,2,0,0,5,0	0,0,10,89,6,0,0,0,3,43,1,0,0,0,0,0,9,0,0,0	14,8,0,0,25,0,0,24,0,27,421,1793,0,0,0,0,0,0,0,0	398	150	1	1.0	1.0,0.0,0.444,0.067,0.0,NA,NA,1.0,0.0,0.0,0.0,NA,1.0,1.0,0.0,NA,NA,0.028,0.0,0.0,NA,NA,0.232,NA	0.0,0.0,1.0,1.0,0.083,NA,NA,0.0,1.0,0.375,0.001,0.0,NA,NA,NA,NA,1.0,NA,NA,NA	-0.107
2947	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139905424	139905761	139905424	139905557	139905637	139905761	2947	0,0,53,0,1,0,0,61,6,0,0,0,0,16,0,0,0,145,0,0,0,66,4,0	0,10,69,58,127,72,0,74,48,16,17,0,0,156,87,0,55,11,35,69,0,94,9,146	0,12,10,87,8,0,0,0,3,0,29,0,0,79,0,15,0,0,17,0	102,62,12,224,23,9,11,2,32,189,180,1815,50,8,0,7,4,0,0,0	230	150	1	1.0	NA,0.0,0.334,0.0,0.005,0.0,NA,0.35,0.075,0.0,0.0,NA,NA,0.063,0.0,NA,0.0,0.896,0.0,0.0,NA,0.314,0.225,0.0	0.0,0.112,0.352,0.202,0.185,0.0,0.0,0.0,0.058,0.0,0.095,0.0,0.0,0.866,NA,0.583,0.0,NA,1.0,NA	-0.077
2948	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139905858	139906201	139905858	139906006	139906085	139906201	2948	83,0,53,24,0,0,0,61,0,1,0,0,39,16,0,0,0,4,0,0,0,0,4,0	62,256,30,51,62,21,0,52,2,121,29,312,48,537,94,0,47,146,62,40,179,0,72,134	82,40,2,87,10,1,0,30,3,0,1,0,5,20,0,1,0,0,0,0	213,240,332,23,89,0,0,4,44,257,205,0,63,39,0,37,85,0,0,0	229	150	1	1.0	0.467,0.0,0.536,0.236,0.0,0.0,NA,0.435,0.0,0.005,0.0,0.0,0.347,0.019,0.0,NA,0.0,0.018,0.0,0.0,0.0,NA,0.035,0.0	0.201,0.098,0.004,0.712,0.069,1.0,NA,0.831,0.043,0.0,0.003,NA,0.049,0.251,NA,0.017,0.0,NA,NA,NA	-0.134
2949	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139915843	139916453	139915843	139916062	139916342	139916453	2949	0,0,59,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,6,0	1,25,57,27,3,0,0,213,32,0,55,4,2,38,0,0,0,248,1,28,0,59,5,65	0,0,0,77,6,16,2,0,0,0,1,0,0,0,0,0,0,0,2,0	27,102,37,103,32,0,0,0,0,20,182,0,3,0,0,0,0,0,0,0	430	150	1	1.0	0.0,0.0,0.265,0.0,0.0,NA,NA,0.0,0.0,NA,0.0,0.0,0.0,0.168,NA,NA,NA,0.006,0.0,0.0,NA,0.0,0.295,0.0	0.0,0.0,0.0,0.207,0.061,1.0,1.0,NA,NA,0.0,0.002,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	-0.254
2950	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139917153	139917504	139917153	139917317	139917392	139917504	2950	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,225,0,2,0,0,0,0	368,388,8,21,21,374,259,264,16,37,129,8,214,151,201,116,24,509,94,341,280,106,78,162	3,12,0,0,0,0,0,0,0,4,1,0,21,0,0,0,0,0,0,1	146,142,15,103,102,1,1,95,151,54,226,0,111,6,0,3,79,528,15,0	225	150	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.228,0.0,0.004,0.0,0.0,0.0,0.0	0.014,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.003,NA,0.112,0.0,NA,0.0,0.0,0.0,0.0,1.0	-0.054
2951	"ENSG00000107331.16_2"	"ABCA2"	chr9	-	139917392	139918292	139917392	139917504	139918289	139918292	2951	0,0,0,14,0,3,1,30,0,12,72,0,0,25,52,11,0,547,17,0,0,0,3,0	0,6,0,1,0,15,0,74,0,0,0,0,0,74,41,0,0,0,14,10,0,0,14,0	0,9,43,22,12,1,0,13,0,41,16,0,0,0,0,0,162,0,0,1	0,66,6,54,13,0,0,110,0,169,774,1,0,0,0,2,29,0,0,0	935	150	1	1.0	NA,0.0,NA,0.692,NA,0.031,1.0,0.061,NA,1.0,1.0,NA,NA,0.051,0.169,1.0,NA,1.0,0.163,0.0,NA,NA,0.033,NA	NA,0.021,0.535,0.061,0.129,1.0,NA,0.019,NA,0.037,0.003,0.0,NA,NA,NA,0.0,0.473,NA,NA,1.0	0.17
2954	"ENSG00000080823.21_1"	"MOK"	chr14	-	102698871	102700126	102698871	102699008	102700024	102700126	2954	154,0,5,77,73,32,78,279,2,6,215,0,25,133,190,2,21,34,43,3,24,10,55,5	0,195,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0	184,210,70,0,16,0,0,9,0,183,163,1,27,159,0,34,21,416,6,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1166	150	1	1.0	1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,NA,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA	-0.076
2955	"ENSG00000080823.21_1"	"MOK"	chr14	-	102698871	102700126	102698871	102699045	102700024	102700126	2955	154,0,5,77,73,32,78,277,2,6,202,0,25,133,190,2,21,4,43,3,24,10,44,5	0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	163,210,70,0,16,0,0,9,0,150,155,0,27,159,0,34,21,416,6,0	40,0,0,20,0,0,0,38,16,0,0,0,0,1,0,1,0,0,0,0	1129	150	1	1.0	1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.351,1.0,1.0,0.0,1.0,NA,NA,0.031,0.0,1.0,1.0,NA,1.0,0.955,NA,0.819,1.0,1.0,1.0,NA	0.213
2957	"ENSG00000260807.6_2"	"RP11-161M6.2"	chr16	-	1025760	1027029	1025760	1026400	1026777	1027029	2957	0,159,37,90,89,338,0,130,14,18,11,71,0,123,265,64,0,0,35,7,71,40,29,9	0,1,0,16,9,43,0,0,0,0,0,0,0,64,81,1,0,0,64,0,0,1,6,0	85,95,5,1,31,187,39,10,56,62,10,2,0,118,0,47,141,0,0,0	0,16,0,23,10,0,0,0,8,5,0,0,1,58,0,41,21,0,0,0	527	150	1	1.0	NA,0.978,1.0,0.616,0.738,0.691,NA,1.0,1.0,1.0,1.0,1.0,NA,0.354,0.482,0.948,NA,NA,0.135,1.0,1.0,0.919,0.579,1.0	1.0,0.628,1.0,0.012,0.469,1.0,1.0,1.0,0.666,0.779,1.0,1.0,0.0,0.367,NA,0.246,0.656,NA,NA,NA	0.136
2963	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91479175	91479690	91479175	91479212	91479366	91479690	2963	0,0,0,2,0,0,0,0,0,23,0,0,0,70,0,0,0,0,0,0,17,0,40,0	1,0,0,3,0,0,0,102,0,0,9,0,1,39,0,1,0,2,0,0,0,0,9,0	0,0,0,0,1,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0	0,0,0,0,3,104,45,0,0,0,0,0,40,0,0,0,0,0,0,0	304	150	1	1.0	0.0,NA,NA,0.248,NA,NA,NA,0.0,NA,1.0,0.0,NA,0.0,0.47,NA,0.0,NA,0.0,NA,NA,1.0,NA,0.687,NA	NA,NA,NA,NA,0.141,0.0,0.0,NA,NA,NA,1.0,NA,0.0,NA,1.0,NA,NA,NA,NA,NA	-0.047
2964	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91479175	91479690	91479175	91479212	91479514	91479690	2964	31,0,13,13,0,0,0,102,0,23,119,0,12,250,0,0,0,0,0,0,17,0,45,0	0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0	0,0,0,0,1,0,0,0,5,0,49,0,21,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	452	150	1	1.0	1.0,NA,1.0,0.264,NA,NA,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,0.789,NA	NA,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,1.0,NA,1.0,NA,NA,NA,NA,NA	-0.095
2965	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91491371	91492024	91491371	91491513	91491883	91492024	2965	0,0,0,0,0,156,0,0,0,3,32,0,0,1,0,0,0,0,0,0,0,0,1,0	45,0,0,8,1,0,0,97,0,1,34,0,23,0,0,0,0,0,0,0,0,0,5,5	12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0	0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0	520	150	1	1.0	0.0,NA,NA,0.0,0.0,1.0,NA,0.0,NA,0.464,0.214,NA,0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.055,0.0	1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,1.0,NA	-0.418
2966	"ENSG00000140553.16_1"	"UNC45A"	chr15	+	91492883	91493497	91492883	91492950	91493383	91493497	2966	0,0,0,0,0,0,0,276,8,0,30,0,0,0,21,0,1,0,4,0,0,0,0,18	0,0,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,152,0,11,24,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0	86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	583	150	1	1.0	NA,NA,0.0,0.0,NA,NA,NA,1.0,1.0,NA,1.0,NA,NA,NA,1.0,NA,1.0,NA,1.0,NA,NA,NA,0.0,1.0	0.0,0.796,NA,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,NA,NA	-0.099
2968	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61732458	61732987	61732458	61732577	61732840	61732987	2968	0,10,14,33,45,0,0,64,18,31,28,0,0,78,91,3,85,10,24,0,0,48,14,5	0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0	104,73,20,18,17,0,0,6,20,32,43,0,8,54,0,9,20,0,17,0	0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	413	150	1	1.0	NA,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,0.23,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0	1.0,1.0,1.0,0.45,1.0,NA,0.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,NA	0.058
2969	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61732458	61732987	61732458	61732584	61732840	61732987	2969	0,0,14,26,0,0,0,64,0,31,0,0,0,64,67,3,0,10,22,0,0,48,1,5	927,663,212,475,529,509,270,1550,717,155,402,247,475,869,656,166,608,496,314,893,478,219,296,535	99,0,20,16,17,0,0,6,18,22,26,0,8,23,0,2,20,0,4,0	1002,978,1493,1095,163,762,385,427,416,1311,1773,563,363,694,52,405,663,22,192,300	406	150	0.190820095399	1.0	0.0,0.0,0.024,0.02,0.0,0.0,0.0,0.015,0.0,0.069,0.0,0.0,0.0,0.026,0.036,0.007,0.0,0.007,0.025,0.0,0.0,0.075,0.001,0.003	0.035,0.0,0.005,0.005,0.037,0.0,0.0,0.005,0.016,0.006,0.005,0.0,0.008,0.012,0.0,0.002,0.011,0.0,0.008,0.0	0.005
2970	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61734783	61735103	61734783	61734843	61734929	61735103	2970	868,1505,346,519,549,760,134,1790,238,190,588,26,479,2368,573,172,403,844,249,573,313,233,362,533	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1801,1241,1295,1094,238,316,135,200,382,1956,3432,5,392,812,43,348,639,54,93,94	9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	236	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.0
2971	"ENSG00000167996.15_2"	"FTH1"	chr11	-	61734783	61735103	61734783	61734925	61735019	61735103	2971	236,914,108,360,230,449,175,1181,76,114,484,19,95,1146,278,34,106,558,85,352,314,1,164,157	0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0	852,896,766,368,154,126,23,0,194,1210,2164,5,179,661,14,230,398,1,23,29	12,5,0,10,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,28	244	150	1	1.0	1.0,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,0.972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953,1.0	0.978,0.991,1.0,0.958,1.0,1.0,1.0,NA,1.0,0.978,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.389	0.033
2972	"ENSG00000116871.15_2"	"MAP7D1"	chr1	+	36641799	36642182	36641799	36641922	36642018	36642182	2972	0,0,7,27,6,0,6,72,0,0,0,0,0,136,0,25,30,0,0,4,153,0,24,18	75,70,10,67,21,9,0,86,22,0,49,0,53,202,90,55,1,44,34,193,26,1,15,28	96,21,0,0,4,0,0,12,0,123,168,0,0,78,0,26,6,0,11,0	86,78,9,156,16,0,0,0,20,99,200,0,0,50,0,20,130,0,0,0	246	150	1	1.0	0.0,0.0,0.299,0.197,0.148,0.0,1.0,0.338,0.0,NA,0.0,NA,0.0,0.291,0.0,0.217,0.948,0.0,0.0,0.012,0.782,0.0,0.494,0.282	0.405,0.141,0.0,0.0,0.132,NA,NA,1.0,0.0,0.431,0.339,NA,NA,0.488,NA,0.442,0.027,NA,1.0,NA	-0.111
2973	"ENSG00000128596.16_1"	"CCDC136"	chr7	+	128446290	128446912	128446290	128446449	128446741	128446912	2973	0,0,0,11,10,140,393,12,0,46,0,7,0,2,11,0,0,0,7,0,0,0,25,15	0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0	68,187,65,0,3,41,10,0,0,33,184,0,0,90,0,41,59,14,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,47,0,0,0,0	442	150	1	1.0	NA,NA,NA,0.554,1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,NA,1.0,0.427,NA,NA,NA,1.0,NA,NA,NA,1.0,1.0	1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,NA,0.292,NA,0.228,1.0,1.0,NA,NA	0.038
2974	"ENSG00000258890.6_2"	"CEP95"	chr17	+	62530702	62532866	62530702	62530855	62532719	62532866	2974	1,0,17,67,0,125,0,9,7,0,1,113,0,0,113,0,0,1,27,64,0,0,33,22	0,0,0,0,18,0,0,0,0,3,0,0,0,0,64,50,0,0,37,0,0,0,0,0	13,109,0,44,43,86,17,0,4,14,97,0,6,79,35,37,106,0,39,1	30,0,135,2,0,3,3,0,0,34,120,0,0,0,0,0,17,0,15,0	2014	150	1	1.0	1.0,NA,1.0,1.0,0.0,1.0,NA,1.0,1.0,0.0,1.0,1.0,NA,NA,0.116,0.0,NA,1.0,0.052,1.0,NA,NA,1.0,1.0	0.031,1.0,0.0,0.621,1.0,0.681,0.297,NA,1.0,0.03,0.057,NA,1.0,1.0,1.0,1.0,0.317,NA,0.162,1.0	0.116
2975	"ENSG00000088038.17_2"	"CNOT3"	chr19	+	54647395	54647870	54647395	54647485	54647741	54647870	2975	0,0,0,14,0,0,0,0,0,4,76,0,0,0,0,0,0,0,0,0,0,0,1,0	50,0,0,31,19,0,0,44,10,0,0,0,25,52,53,0,0,238,30,0,30,2,10,0	0,135,0,0,0,0,0,0,0,0,47,0,0,1,0,0,117,0,0,0	91,43,0,0,0,0,0,0,41,56,0,0,0,0,0,0,37,0,55,0	406	150	1	1.0	0.0,NA,NA,0.143,0.0,NA,NA,0.0,0.0,1.0,1.0,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,NA,0.0,0.0,0.036,NA	0.0,0.537,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,NA,NA,1.0,NA,NA,0.539,NA,0.0,NA	-0.239
2976	"ENSG00000214548.14_2"	"MEG3"	chr14	+	101295370	101297871	101295370	101296086	101297757	101297871	2976	1246,1231,301,1372,1080,1487,352,1695,455,554,936,1387,363,2803,1660,665,768,1970,497,1234,769,450,765,877	1288,1704,1120,2450,1643,3080,945,2167,721,1359,3129,2325,694,5570,3021,800,2673,7744,1600,1067,926,1228,1118,2821	2010,1976,1187,606,381,1035,233,246,628,2810,2394,0,255,930,2,289,1374,228,65,2	3668,2839,1469,1607,1893,959,463,880,899,2376,2304,5,1636,3007,10,1895,939,203,205,35	1821	150	0.363364999203	1.0	0.074,0.056,0.022,0.044,0.051,0.038,0.03,0.061,0.049,0.032,0.024,0.047,0.041,0.04,0.043,0.064,0.023,0.021,0.025,0.087,0.064,0.029,0.053,0.025	0.043,0.054,0.062,0.03,0.016,0.082,0.04,0.023,0.054,0.089,0.079,0.0,0.013,0.025,0.016,0.012,0.108,0.085,0.025,0.005	0.0
2982	"ENSG00000130813.17_2"	"C19orf66"	chr19	+	10199786	10200054	10199786	10199884	10199982	10200054	2982	0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0	0,0,0,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	248	150	1	1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,NA,0.0,0.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.5
