ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2714	"ENSG00000112146.16_2"	"FBXO9"	chr6	+	52938278	52938437	52938278	52938436	52941283	52941341	2714	180,24,6,33,28,0,0,6,82,0,99,15,142,33,53,66,130,0,21,0,0,102,23,7	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	2,0,1,6,0,136,72,13,65,29,356,0,33,17,0,2,33,0,0,0	0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	150	150	1	1.0	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,0.0,1.0,1.0,1.0	1.0,0.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,NA,NA,NA	0.019
2717	"ENSG00000089060.11_1"	"SLC8B1"	chr12	-	113770527	113770765	113770553	113770765	113759000	113759153	2717	0,0,0,1,8,0,0,18,5,10,0,0,0,0,0,0,0,0,0,6,0,0,0,73	0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,21,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,73,0	0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0	175	150	1	1.0	NA,NA,NA,1.0,0.407,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,1.0	NA,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,0.0,NA,0.0,NA,NA,1.0,NA	0.315
2718	"ENSG00000132768.13_1"	"DPH2"	chr1	+	44435700	44435994	44435700	44435942	44436267	44436380	2718	0,106,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0	7,0,0,43,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	201	150	1	1.0	NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA,0.427,NA,NA,NA,0.0,NA	1.0,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.429
2723	"ENSG00000175866.15_2"	"BAIAP2"	chr17	+	79027467	79027591	79027467	79027543	79031680	79031767	2723	0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,1,0,0,0,12,3	0,139,0,14,0,0,0,27,7,0,36,6,0,9,26,118,4,8,17,0,0,0,7,0	0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0	94,16,0,20,19,0,0,0,7,6,62,0,0,12,0,0,21,0,0,0	197	150	1	1.0	NA,0.0,NA,0.0,NA,NA,NA,0.0,0.0,1.0,0.0,0.0,NA,0.0,0.19,0.0,0.0,0.0,0.043,NA,NA,NA,0.566,1.0	0.0,0.0,NA,0.0,0.0,1.0,NA,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,0.0,NA,1.0,NA	0.005
2724	"ENSG00000175866.15_2"	"BAIAP2"	chr17	+	79059453	79059525	79059453	79059515	79060242	79060380	2724	113,266,73,141,120,149,0,69,126,20,111,78,89,204,230,0,0,303,130,0,0,0,68,1	0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	207,156,10,151,48,367,186,0,155,152,41,0,47,161,0,89,16,0,24,0	0,74,70,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0	159	150	1	1.0	1.0,1.0,1.0,1.0,0.942,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,NA,NA,1.0,1.0	1.0,0.665,0.119,0.993,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,0.407,NA,1.0,NA	0.118
2726	"ENSG00000138162.18_2"	"TACC2"	chr10	+	123976141	123976436	123976141	123976343	123984240	123984302	2726	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17	37,0,0,16,7,0,0,0,9,2,20,0,20,3,21,0,0,1,10,0,0,0,4,32	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0	61,0,0,0,0,0,0,0,47,0,21,0,2,0,0,0,0,0,0,0	242	150	1	1.0	0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.248	0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,1.0,NA,NA,NA	-0.181
2727	"ENSG00000145819.15_2"	"ARHGAP26"	chr5	+	142586762	142587038	142586762	142586873	142593561	142593653	2727	39,0,0,0,8,7,0,0,0,24,0,27,9,1,0,0,0,0,0,4,0,0,3,0	28,42,0,1,0,0,0,0,0,0,0,0,13,0,65,0,0,0,44,0,0,0,0,0	0,170,14,0,12,0,0,0,0,5,1,0,0,16,0,8,2,27,0,0	17,0,24,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,27,0	300	150	1	1.0	0.411,0.0,NA,0.0,1.0,1.0,NA,NA,NA,1.0,NA,1.0,0.257,1.0,0.0,NA,NA,NA,0.0,1.0,NA,NA,1.0,NA	0.0,1.0,0.226,0.0,1.0,NA,NA,NA,NA,0.385,1.0,NA,NA,1.0,NA,1.0,1.0,1.0,0.0,NA	-0.044
2730	"ENSG00000088280.18_2"	"ASAP3"	chr1	-	23762215	23762521	23762343	23762521	23761025	23761111	2730	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,26,0,0,0,0,0,0,12,33,0,0,4,0,0,0,1,0	0,20,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0	0,0,79,0,0,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0	277	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA	NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.063,NA,0.0,NA,NA,NA,NA	-0.413
2735	"ENSG00000122085.16_2"	"MTERF4"	chr2	-	242034544	242035853	242035807	242035853	242033691	242033847	2735	0,0,4,5,25,1,0,0,0,0,0,12,0,0,0,6,0,0,0,25,26,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,41,0,0,0,0,0	1,71,50,73,28,0,0,8,3,1,0,0,0,0,0,0,59,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,NA,1.0,1.0,1.0,1.0,NA,NA,NA,NA,NA,1.0,NA,NA,0.0,1.0,NA,NA,0.0,1.0,1.0,NA,1.0,NA	1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.182
2738	"ENSG00000142453.11_2"	"CARM1"	chr19	+	11019225	11019423	11019225	11019344	11019778	11019883	2738	0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,9,0	0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	228	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA	0.333
2742	"ENSG00000180881.19_2"	"CAPS2"	chr12	-	75710063	75710214	75710091	75710214	75706627	75706695	2742	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	20,0,0,26,31,0,0,0,47,0,1,0,12,0,0,0,0,113,0,0,1,6,1,0	0,0,74,0,34,41,16,0,47,0,0,0,0,0,0,0,0,0,0,0	0,4,0,0,0,0,0,0,17,0,0,0,58,0,0,0,1,0,14,0	177	150	1	1.0	0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,0.0,1.0,NA,0.0,0.0,0.0,NA	NA,0.0,1.0,NA,1.0,1.0,1.0,NA,0.701,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,0.0,NA	-0.431
2744	"ENSG00000159131.16_2"	"GART"	chr21	-	34900820	34900910	34900824	34900910	34900472	34900641	2744	0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,5,0,12,0,14,0,0,0,0,0,0,0,0,81,0,0,0,37,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	109,0,0,41,0,0,0,0,0,20,6,0,0,21,0,5,0,0,0,0	153	150	1	1.0	NA,0.0,NA,0.14,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA	0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,0.0,NA,0.0,NA,NA,NA,NA	0.19
2745	"ENSG00000101782.14_2"	"RIOK3"	chr18	+	21053392	21053590	21053392	21053447	21054911	21055071	2745	46,0,0,40,2,0,20,54,59,1,0,82,18,53,0,70,13,0,0,0,62,0,0,4	0,0,0,0,0,0,0,0,6,0,0,0,0,0,64,0,0,0,16,0,0,75,0,0	51,4,0,38,15,0,0,0,3,78,729,0,89,94,0,36,0,0,30,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	292	150	1	1.0	1.0,NA,NA,1.0,1.0,NA,1.0,1.0,0.835,1.0,NA,1.0,1.0,1.0,0.0,1.0,1.0,NA,0.0,NA,1.0,0.0,NA,1.0	1.0,1.0,NA,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,NA,NA,1.0,NA	-0.186
2747	"ENSG00000177239.14_2"	"MAN1B1"	chr9	+	139981532	139981815	139981532	139981670	139982526	139982635	2747	0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,46,0,23,8,0,105,4,0,7,29,0,0,82,20,0,0,40,8,0,0,0,22,12	0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0	188,35,7,0,12,0,0,76,28,54,0,0,0,18,0,19,38,0,0,0	294	150	1	1.0	NA,0.0,NA,0.0,0.0,1.0,0.0,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,0.0	0.0,0.0,0.0,NA,0.0,NA,NA,0.0,0.0,0.159,NA,NA,NA,0.0,NA,0.0,0.0,NA,NA,NA	0.056
2751	"ENSG00000120265.16_2"	"PCMT1"	chr6	+	150123335	150123552	150123335	150123505	150131751	150132556	2751	98,38,117,100,202,0,0,126,113,4,256,0,26,13,198,30,251,0,82,57,132,180,23,91	0,3,6,0,1,0,0,18,40,0,0,0,0,54,92,0,1,0,50,0,99,0,8,0	66,49,0,55,16,0,0,0,107,191,139,0,112,79,28,38,14,0,18,0	46,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0	196	150	1	1.0	1.0,0.906,0.937,1.0,0.994,NA,NA,0.843,0.684,1.0,1.0,NA,1.0,0.156,0.622,1.0,0.995,NA,0.557,1.0,0.505,1.0,0.688,1.0	0.523,1.0,NA,0.472,1.0,NA,NA,NA,1.0,0.954,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA	-0.075
2752	"ENSG00000253649.3_2"	"PRSS51"	chr8	-	10356125	10356318	10356237	10356318	10355393	10355481	2752	1,0,0,11,29,0,0,91,7,0,0,58,0,0,68,12,0,0,17,0,0,0,18,0	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0	21,8,30,0,0,0,0,2,0,6,0,0,0,0,0,0,8,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	261	150	1	1.0	1.0,NA,NA,1.0,1.0,NA,NA,1.0,1.0,NA,0.0,1.0,NA,NA,1.0,1.0,NA,NA,1.0,NA,NA,NA,1.0,NA	1.0,1.0,1.0,NA,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA	-0.091
2753	"ENSG00000129933.20_2"	"MAU2"	chr19	+	19453584	19453684	19453584	19453675	19454645	19454749	2753	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,23,0,19,56,198,0,0,4,0,0,0,0,0,0,0,0,66,2,0,0,0,12,0	0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,20,9,0,0,0,53,0,188,0,6,0,0,0,0,0,0,0	158	150	1	1.0	NA,0.0,NA,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA	NA,NA,0.0,0.0,0.345,NA,NA,NA,0.0,NA,0.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA	-0.057
2759	"ENSG00000107815.7_2"	"C10orf2"	chr10	+	102750625	102750811	102750625	102750767	102752946	102754158	2759	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	193	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA	1.0
2760	"ENSG00000135047.14_1"	"CTSL"	chr9	+	90341054	90341223	90341054	90341168	90342508	90342644	2760	96,0,0,22,0,0,0,0,0,0,34,0,31,3,107,0,0,0,20,0,0,0,0,0	0,127,0,31,0,0,0,0,129,0,18,0,0,42,0,0,0,0,0,0,0,0,1,0	0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	26,0,0,0,13,0,0,0,0,45,63,0,0,0,0,0,0,0,0,0	204	150	1	1.0	1.0,0.0,NA,0.343,NA,NA,NA,NA,0.0,NA,0.581,NA,1.0,0.05,1.0,NA,NA,NA,1.0,NA,NA,NA,0.0,NA	0.0,NA,1.0,NA,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.297
2762	"ENSG00000165275.9_1"	"TRMT10B"	chr9	+	37763625	37763862	37763625	37763750	37768072	37768225	2762	0,0,25,15,0,0,0,0,0,0,0,0,0,0,34,0,0,0,9,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,1	13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	261	150	1	1.0	NA,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,0.0,NA,1.0,NA,NA,NA,NA,0.0	1.0,NA,NA,NA,NA,NA,NA,0.0,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.0
2769	"ENSG00000090686.15_1"	"USP48"	chr1	-	22062922	22063118	22062938	22063118	22056196	22056325	2769	0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0	32,0,0,70,0,0,0,168,3,2,3,0,24,2,0,0,264,0,0,5,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	19,23,0,0,0,0,0,0,12,49,3,0,0,0,0,0,80,0,17,0	165	150	1	1.0	0.0,NA,NA,0.0,NA,NA,NA,0.0,0.0,0.0,0.0,NA,0.0,0.0,1.0,NA,0.0,NA,1.0,0.0,NA,NA,0.0,NA	0.0,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0,NA	0.154
2777	"ENSG00000148408.12_2"	"CACNA1B"	chr9	+	140772385	140772670	140772385	140772669	140773506	140773611	2777	0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	150	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,1.0,NA,NA,NA,NA	0.25
2784	"ENSG00000113522.13_1"	"RAD50"	chr5	+	131911468	131911620	131911468	131911555	131915008	131915194	2784	95,0,0,1,2,22,0,0,6,4,0,0,23,43,50,0,0,0,30,0,72,0,2,14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	15,0,69,68,0,0,0,0,6,172,0,0,0,53,0,41,75,0,10,0	0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	214	150	1	1.0	1.0,NA,NA,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,NA,NA,1.0,NA,1.0,NA,1.0,1.0	1.0,NA,1.0,1.0,0.0,NA,NA,NA,1.0,1.0,NA,NA,NA,1.0,NA,1.0,1.0,NA,1.0,NA	0.1
2789	"ENSG00000103024.7_2"	"NME3"	chr16	-	1821269	1821411	1821280	1821411	1821070	1821172	2789	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,4,0,0,3,0,0,7,11,0,0,1,22,0,0,0,14,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0	160	150	1	1.0	NA,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA	-0.5
2805	"ENSG00000196628.9"	"TCF4"	chr18	-	52899739	52899902	52899751	52899902	52896077	52896307	2805	0,36,0,0,0,205,0,32,0,0,0,0,0,0,80,0,9,0,30,78,0,0,12,0	0,0,45,1,0,0,8,0,27,5,0,0,0,109,0,0,0,0,0,0,8,0,1,22	41,5,0,22,8,0,0,0,42,18,23,0,0,6,0,1,0,0,8,0	0,0,0,0,0,12,4,0,0,4,0,0,0,0,0,0,0,142,1,0	161	150	1	1.0	NA,1.0,0.0,0.0,NA,1.0,0.0,1.0,0.0,0.0,NA,NA,NA,0.0,1.0,NA,1.0,NA,1.0,1.0,0.0,NA,0.918,0.0	1.0,1.0,NA,1.0,1.0,0.0,0.0,NA,1.0,0.807,1.0,NA,NA,1.0,NA,1.0,NA,0.0,0.882,NA	-0.25
2808	"ENSG00000038532.14_2"	"CLEC16A"	chr16	+	11096930	11097162	11096930	11097114	11114049	11114182	2808	46,73,0,3,45,0,0,85,4,0,0,0,20,0,59,0,0,6,40,0,0,0,18,0	0,2,0,29,49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0	0,2,0,0,11,0,0,0,18,56,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,11,43,3508,37,0,0,0,0,0,0,0	197	150	1	1.0	1.0,0.965,NA,0.073,0.412,NA,0.0,0.985,1.0,NA,NA,NA,1.0,NA,1.0,NA,NA,1.0,1.0,NA,NA,NA,0.373,NA	NA,1.0,NA,NA,0.893,NA,NA,NA,1.0,0.795,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA	0.207
2809	"ENSG00000145191.12_2"	"EIF2B5"	chr3	+	183857867	183858009	183857867	183857945	183858205	183858518	2809	0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0	0,121,27,23,18,83,0,0,0,2,73,0,0,0,0,51,0,0,0,132,0,0,4,0	0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	63,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0	213	150	1	1.0	NA,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,1.0,0.0,NA,NA,1.0,0.0,NA,NA,0.0,NA	0.0,NA,NA,NA,1.0,NA,NA,NA,NA,1.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.333
2810	"ENSG00000145191.12_2"	"EIF2B5"	chr3	+	183860024	183860182	183860024	183860166	183860289	183860391	2810	1,0,0,0,0,0,0,11,0,0,1,0,2,0,0,0,57,0,0,0,0,0,0,0	0,0,0,25,0,0,0,0,0,1,0,0,0,51,0,0,0,0,0,62,52,2,0,0	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,8,0,0,27,0,0,0,0,0,0,0,0,0	165	150	1	1.0	1.0,NA,NA,0.0,NA,NA,NA,1.0,NA,0.0,1.0,NA,1.0,0.0,NA,NA,1.0,NA,NA,0.0,0.0,0.0,NA,NA	NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA	0.409
2812	"ENSG00000198838.13_2"	"RYR3"	chr15	+	34099755	34100001	34099755	34099770	34102679	34102850	2812	0,0,0,14,4,0,79,0,0,0,0,21,0,0,0,0,0,0,0,0,0,48,0,24	0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0	6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0	300	150	1	1.0	NA,NA,NA,0.7,1.0,NA,1.0,NA,NA,NA,NA,1.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA,1.0,NA,1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,NA,1.0,NA,NA,1.0,NA,NA,NA,NA	0.113
2813	"ENSG00000136935.13_2"	"GOLGA1"	chr9	-	127683990	127684171	127684001	127684171	127683407	127683519	2813	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,34,0,0,0,0,3,0	0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0	160	150	1	1.0	NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0.0,NA	0.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA	-0.333
2814	"ENSG00000100321.14_2"	"SYNGR1"	chr22	+	39770320	39770665	39770320	39770558	39772056	39772202	2814	0,0,0,15,0,0,0,21,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0	14,490,0,238,180,109,263,277,267,12,86,86,14,565,215,12,164,233,115,390,19,174,46,564	0,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0	273,24,94,243,39,0,0,137,98,213,343,0,626,780,0,544,149,0,0,0	256	150	1	1.0	0.0,0.0,NA,0.036,0.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0	0.0,0.163,0.0,0.0,0.0,NA,NA,0.0,0.0,0.055,0.0,NA,0.0,0.0,NA,0.0,0.0,NA,NA,NA	-0.013
2815	"ENSG00000148297.15_2"	"MED22"	chr9	-	136214776	136214972	136214796	136214972	136213394	136213555	2815	0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0	0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	169	150	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
2819	"ENSG00000121766.15_2"	"ZCCHC17"	chr1	+	31819486	31819665	31819486	31819587	31821675	31821821	2819	0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,134,59,9,0,0,0,33,0,2,0,0,2,12,0,0,0,5,0,0,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4,0,172,2,0,0,1,15,24,4,20,0,0,46,0,39,50,0,38,0	227	150	1	1.0	NA,NA,0.0,0.0,0.0,NA,NA,NA,0.0,1.0,0.0,NA,NA,0.0,0.0,NA,NA,NA,0.0,NA,NA,NA,0.0,NA	0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,0.0,0.0,NA,0.0,NA	0.1
2820	"ENSG00000060237.16_2"	"WNK1"	chr12	+	999618	999679	999618	999676	1003727	1003801	2820	4,18,0,25,0,0,0,133,28,36,76,0,1,0,0,66,116,13,0,2,57,0,6,22	0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	77,27,32,0,72,1,0,0,0,74,24,0,0,45,0,30,51,0,0,0	74,0,0,0,12,0,0,0,0,11,29,0,0,0,0,0,2,0,0,0	152	150	1	1.0	1.0,1.0,NA,0.497,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,NA,NA,0.985,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0	0.507,1.0,1.0,NA,0.856,1.0,NA,NA,NA,0.869,0.45,NA,NA,1.0,NA,1.0,0.962,NA,NA,NA	0.101
